,,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4
CRC,Rehabilitative Programs,Academic Education - Operational Capacity,"1,386.00","1,382.00","1,399.50","1,443.80","1,440.00","1,440.50","1,441.00","1,441.00","1,441.00","1,441.00"
CRC,Rehabilitative Programs,Career Technical Education - Actual Enrollment,242.00,238.60,235.50,239.40,240.00,241.00,239.40,240.75,240.25,239.40
CRC,Rehabilitative Programs,Career Technical Education - Operational Capacity,243.00,243.00,243.00,210.60,216.00,243.00,243.00,243.00,243.00,243.00
CRC,Rehabilitative Programs,Cognitive Behavioral Intervention - Sex Offender - Actual Enrollment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRC,Rehabilitative Programs,Cognitive Behavioral Intervention - Sex Offender - Operational Capacity,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRC,Rehabilitative Programs,Number of Associate Degrees,19.00,1.00,0.00,0.00,0.00,18.00,0.00,18.00,0.00,0.00
CRC,Rehabilitative Programs,Number of Bachelors Degrees,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00
CRC,Rehabilitative Programs,Number of GED Certificates,6.00,3.00,12.00,7.00,4.00,5.00,11.00,8.00,11.00,11.00
CRC,Rehabilitative Programs,Number of High School Diplomas,0.00,2.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
CRC,Rehabilitative Programs,Number of Masters Degrees,2.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
CRC,Rehabilitative Programs,Transitions - Actual Enrollment,155.00,159.60,161.50,160.60,158.75,158.75,159.00,156.50,155.25,159.00
CRC,Rehabilitative Programs,Transitions - Operational Capacity,162.00,162.00,162.00,162.00,162.00,162.00,162.00,162.00,162.00,162.00
CRC,Sick Leave Hours,Custody (Sick Leave),"4,973.75","4,321.25","5,013.75","4,219.25","4,467.75","5,192.25","4,221.25","3,965.25","3,571.00","4,371.80"
CRC,Sick Leave Hours,Dental + Mental Health (Sick Leave),334.75,420.00,245.75,266.00,287.75,489.75,484.00,441.50,396.50,308.00
CRC,Sick Leave Hours,Non-Custody (Sick Leave),"1,742.50","2,093.75","1,798.25","1,682.43","1,697.25","1,961.50","2,106.75","1,806.25","1,791.25","1,741.80"
CRC,Sick Leave Hours,Total Sick Leave Hours,"7,051.00","6,835.00","7,057.75","6,167.68","6,452.75","7,643.50","6,812.00","6,213.00","5,758.75","6,421.50"
CRC,Use of Force (UOF),Total UOF Incidents,11.00,7.00,24.00,15.00,9.00,7.00,7.00,9.00,15.00,15.00
CTF,Cognitive Behavioral Intervention,Life Skills - Actual Enrollment,456.00,407.60,355.00,343.80,370.25,326.00,349.60,387.50,461.25,476.00
CTF,Cognitive Behavioral Intervention,Life Skills - Operational Capacity,543.00,504.00,504.00,504.00,504.00,504.00,506.40,540.00,582.00,506.40
CTF,Cognitive Behavioral Intervention,Outpatient - Actual Enrollment,114.50,158.00,164.75,218.40,204.25,161.00,163.20,142.00,148.75,140.75
CTF,Contraband,Quantity of Methamphetamine Seized (grams),,,,,314.40,,192.00,,,
CTF,Contraband,Quantity of Suboxone Seized (grams with packaging),,,,,,,0.40,,,
CTF,Contraband,Quantity of Suboxone Seized (number of strips),,,,,4.00,,,,,4.00
CTF,Contraband,Quantity of Synthetic Cannabinoid / Spice Seized (grams with packaging),,,,271.98,4.86,22.16,,,,0.36
CTF,Contraband,Quantity of Synthetic Cannabinoid / Spice Seized (grams),,,,0.26,111.96,0.12,,,,2.84
CTF,Contraband,Quantity of Synthetic Cannabinoid / Spice Seized (number of strips),,,,,,,12.00,,,24.00
CTF,Contraband,Quantity of Tobacco Seized (grams with packaging),,,,,378.00,,157.76,,,
CTF,Contraband,Suboxone Seizure Events,,,,,2.00,,2.00,,,2.00
CTF,Contraband,Synthetic Cannabinoid / Spice Seizure Events,,,,10.00,10.00,4.00,4.00,,,16.00
CTF,Contraband,Tobacco Seizure Events,,,,,4.00,,4.00,,,
CTF,Fiscal,Actual Expenditures ($),"16,590,300.56","33,565,457.75","51,338,734.54","68,394,825.04","86,283,150.47","104,492,254.19","121,897,960.70","138,965,915.57","157,172,206.15","175,041,090.71"
CTF,Fiscal,Institution Budget ($),"214,208,789.00","214,313,174.00","214,658,201.00","215,119,038.00","216,725,008.00","205,168,249.00","205,396,124.00","207,089,499.38","207,694,108.38","211,315,203.38"
CTF,Incarcerated Persons Grievances and Appeals,Appeals Denied,51.00,44.00,29.00,31.00,36.00,44.00,40.00,26.00,25.00,
CTF,Incarcerated Persons Grievances and Appeals,Appeals Granted,12.00,5.00,7.00,3.00,8.00,4.00,7.00,10.00,7.00,
CTF,Incarcerated Persons Grievances and Appeals,Appeals Received,76.00,69.00,72.00,50.00,60.00,72.00,86.00,63.00,66.00,
CTF,Incarcerated Persons Grievances and Appeals,Appeals Time Expired,10.00,15.00,33.00,14.00,14.00,20.00,36.00,25.00,34.00,
CTF,Incarcerated Persons Grievances and Appeals,Grievance Claims Denied,156.00,121.00,123.00,128.00,136.00,135.00,150.00,119.00,105.00,117.00
CTF,Incarcerated Persons Grievances and Appeals,Grievance Claims Granted,27.00,28.00,34.00,29.00,14.00,24.00,25.00,15.00,9.00,12.00
CTF,Incarcerated Persons Grievances and Appeals,Grievance Claims No Jurisdiction,2.00,2.00,5.00,5.00,1.00,3.00,1.00,4.00,0.00,3.00
CTF,Incarcerated Persons Grievances and Appeals,Grievance Claims Reassigned,16.00,20.00,20.00,27.00,27.00,12.00,18.00,15.00,12.00,17.00
CTF,Incarcerated Persons Grievances and Appeals,Grievance Claims Received,263.00,233.00,244.00,248.00,233.00,235.00,278.00,232.00,210.00,
CTF,Incarcerated Persons Grievances and Appeals,Grievance Claims Redirected,14.00,12.00,16.00,27.00,15.00,35.00,27.00,30.00,40.00,44.00
CTF,Number of Deaths,Expected,1.00,,,,,,,,2.00,1.00
CTF,Number of Deaths,Suicide,,,,1.00,,,,,1.00,
CTF,Number of Deaths,Unexpected,,,,,,,,,1.00,
CTF,Overtime Hours,Custody (Overtime),"14,425.71","12,003.98","14,607.94","11,803.02","23,385.47","13,131.77","11,762.47","7,954.21","11,490.01","9,642.90"
CTF,Overtime Hours,Dental + Mental Health (Overtime),2.00,7.25,1.25,8.25,11.50,16.00,15.00,14.75,1.00,3.50
CTF,Overtime Hours,Non-Custody (Overtime),"1,572.50","2,509.75","1,638.25","1,375.50","1,277.20","2,200.75","2,352.15","1,268.25","2,113.25","1,453.00"
CTF,Overtime Hours,Total Overtime Hours,"16,000.21","14,520.98","16,247.44","13,186.77","24,674.17","15,348.52","14,129.62","9,237.21","13,604.26","11,099.40"
CTF,Positions - Authorized and Vacant,Authorized,"1,029.20","1,029.20","1,029.20","1,029.20","1,029.20","1,029.20","1,029.20","1,029.20","1,029.20","1,029.00"
CTF,Positions - Authorized and Vacant,Vacant,107.20,106.20,100.20,106.20,113.20,109.20,100.20,99.20,100.20,96.00
CTF,Rehabilitative Programs,Academic Education - Actual Enrollment,"1,085.00","1,339.60","1,612.50","1,593.80","1,644.50","1,551.25","1,405.40","1,682.25","1,749.75","1,405.40"
CTF,Rehabilitative Programs,Academic Education - Operational Capacity,"1,179.00","1,177.20","1,179.00","1,234.80","1,500.00","1,506.00","1,524.00","1,524.00","1,510.50","1,524.00"
CTF,Rehabilitative Programs,Career Technical Education - Actual Enrollment,287.25,282.80,277.00,297.80,301.00,298.75,295.00,244.25,248.00,295.00
CTF,Rehabilitative Programs,Career Technical Education - Operational Capacity,297.00,297.00,297.00,305.00,305.00,305.00,305.00,251.00,251.00,305.00
CTF,Rehabilitative Programs,Cognitive Behavioral Intervention - Sex Offender - Actual Enrollment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CTF,Rehabilitative Programs,Cognitive Behavioral Intervention - Sex Offender - Operational Capacity,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CTF,Rehabilitative Programs,Number of Associate Degrees,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CTF,Rehabilitative Programs,Number of Bachelors Degrees,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CTF,Rehabilitative Programs,Number of GED Certificates,5.00,3.00,7.00,1.00,3.00,2.00,5.00,0.00,0.00,5.00
CTF,Rehabilitative Programs,Number of High School Diplomas,0.00,0.00,0.00,0.00,0.00,2.00,1.00,1.00,1.00,1.00
CTF,Rehabilitative Programs,Number of Masters Degrees,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CTF,Rehabilitative Programs,Transitions - Actual Enrollment,150.50,137.80,146.75,149.80,153.25,151.75,148.80,143.75,154.25,148.80
CTF,Rehabilitative Programs,Transitions - Operational Capacity,171.00,162.00,162.00,162.00,162.00,162.00,162.00,162.00,162.00,162.00
CVSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Received,4.00,1.00,,,,,,1.00,,
CVSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Redirected,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CVSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Rejected,0.00,0.00,,,,,,0.00,,
CVSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Staff Misconduct,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CVSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Time Expired,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CVSP,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
CVSP,Overtime Hours,Custody (Overtime),"2,565.92",148.00,,0.00,,,,,,
CVSP,Overtime Hours,Dental + Mental Health (Overtime),0.00,0.00,,0.00,,,,,,
CVSP,Overtime Hours,Non-Custody (Overtime),412.00,240.50,,207.50,,,,,,
CVSP,Overtime Hours,Total Overtime Hours,"2,977.92",388.50,,207.50,,,,,,
CVSP,Positions - Authorized and Vacant,Authorized,9.90,9.90,9.90,9.90,9.90,9.90,9.90,9.90,9.90,0.00
CVSP,Positions - Authorized and Vacant,Vacant,-295.90,-108.10,-49.10,-41.10,8.90,9.90,9.90,9.90,9.90,0.00
DVI,Fiscal,Actual Expenditures ($),"-102,624.25","119,716.58","339,002.57","550,270.69","787,149.70","1,137,700.91","1,375,462.04","1,582,447.26","1,818,700.87","2,061,185.99"
DVI,Fiscal,Institution Budget ($),"3,180,795.00","3,180,795.00","3,180,795.00","3,180,795.00","3,180,795.00","3,180,795.00","3,180,795.00","3,180,795.00","3,180,795.00","2,717,735.00"
DVI,Incarcerated Persons Grievances and Appeals,Appeals Denied,0.00,,,,,,0.00,,,
DVI,Incarcerated Persons Grievances and Appeals,Appeals Received,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
DVI,Incarcerated Persons Grievances and Appeals,Grievance Claims Denied,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DVI,Incarcerated Persons Grievances and Appeals,Grievance Claims Staff Misconduct,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DVI,Incarcerated Persons Grievances and Appeals,Grievance Claims Time Expired,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DVI,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
FOL,Cognitive Behavioral Intervention,Life Skills - Actual Enrollment,282.75,296.60,299.50,256.00,226.75,232.25,201.60,147.75,163.00,184.75
FOL,Cognitive Behavioral Intervention,Life Skills - Operational Capacity,333.00,342.00,342.00,342.00,260.50,265.00,234.60,191.00,197.00,234.60
FOL,Contraband,Quantity of Fentanyl Seized (grams),,,,,,,2.00,4.00,,
FOL,Contraband,Quantity of Heroin Seized (grams with packaging),,,,16.00,,,,2.00,,
FOL,Contraband,Quantity of Heroin Seized (grams),,,,,,,16.00,14.00,,
FOL,Contraband,Quantity of Honey Oil Seized (grams with packaging),,,,4.00,,,4.00,6.00,,
FOL,Contraband,Quantity of Honey Oil Seized (grams),,,,,,,6.00,2.00,,
FOL,Contraband,Quantity of Marijuana Seized (grams with packaging),,,,34.56,,,,,,
FOL,Contraband,Quantity of Methamphetamine Seized (grams with packaging),,,,14.34,,,16.00,6.00,,
FOL,Contraband,Quantity of Methamphetamine Seized (grams),,,,,,,6.00,2.00,,
FOL,Contraband,Quantity of Suboxone Seized (grams with packaging),,,,10.64,,,,,,
FOL,Contraband,Quantity of Suboxone Seized (grams),,,,0.30,,,2.00,,,
FOL,Contraband,Quantity of Suboxone Seized (number of strips),,,,30.00,,,24.00,12.00,,
FOL,Contraband,Quantity of Synthetic Cannabinoid / Spice Seized (grams with packaging),,,,3.20,,,4.00,6.00,,
FOL,Contraband,Quantity of Synthetic Cannabinoid / Spice Seized (grams),,,,1.50,,,124.00,136.00,,
FOL,Contraband,Quantity of Tobacco Seized (grams),,,,,,,,2.00,,
FOL,Contraband,Suboxone Seizure Events,,,,16.00,,,16.00,8.00,,
FOL,Contraband,Synthetic Cannabinoid / Spice Seizure Events,,,,10.00,,,22.00,16.00,,
FOL,Contraband,Tobacco Seizure Events,,,,,,,,2.00,,
FOL,Fiscal,Actual Expenditures ($),"12,834,546.31","25,852,957.16","38,370,551.17","51,240,573.38","65,477,972.57","78,912,599.09","92,760,721.19","106,321,031.92","119,037,303.37","132,100,219.25"
FOL,Fiscal,Institution Budget ($),"166,451,178.00","166,581,564.00","166,735,333.00","166,726,712.00","166,639,970.00","160,490,012.00","160,569,927.00","160,636,388.00","160,828,414.00","162,250,298.00"
FOL,Incarcerated Persons Grievances and Appeals,Appeals Denied,13.00,21.00,16.00,16.00,16.00,22.00,20.00,19.00,7.00,
FOL,Incarcerated Persons Grievances and Appeals,Appeals Granted,1.00,7.00,5.00,4.00,2.00,3.00,2.00,6.00,5.00,
FOL,Incarcerated Persons Grievances and Appeals,Appeals Received,17.00,39.00,32.00,28.00,24.00,46.00,39.00,39.00,25.00,
FOL,Number and Housing Level of Incarcerated Persons,Level II,"1,956.00","1,964.00","1,958.00","1,944.00","1,980.00","1,867.00","1,864.00","1,908.00","1,922.00","1,910.00"
FOL,Number and Housing Level of Incarcerated Persons,Level III,394.00,394.00,385.00,395.00,402.00,480.00,496.00,497.00,495.00,489.00
FOL,Number and Housing Level of Incarcerated Persons,Level IV,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FOL,Number and Housing Level of Incarcerated Persons,Level VI,,,,,,,,,,
FOL,Number and Housing Level of Incarcerated Persons,Non Level - Specific Beds,98.00,123.00,120.00,109.00,121.00,114.00,117.00,128.00,114.00,0.00
FOL,Number and Housing Level of Incarcerated Persons,Restricted Housing,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,129.00
FOL,Number and Housing Level of Incarcerated Persons,Total Number of Incarcerated Persons,"2,731.00","2,797.00","2,784.00","2,746.00","2,846.00","2,797.00","2,765.00","2,817.00","2,829.00","2,855.00"
FOL,Number of Deaths,Expected,,,1.00,,,,,,,
FOL,Number of Deaths,Homicide,,,1.00,,,,,,,
FOL,Number of Deaths,Suicide,,,2.00,,,,,,,
FOL,Number of Deaths,Unexpected,,,1.00,,,,,1.00,,
FOL,Overtime Hours,Custody (Overtime),"9,917.73","8,801.40","11,870.10","8,160.17","8,190.58","5,193.82","3,887.60","3,701.14","6,271.37","3,956.40"
FOL,Overtime Hours,Dental + Mental Health (Overtime),35.00,20.00,38.00,15.00,23.00,10.00,23.00,23.00,33.00,5.00
FOL,Overtime Hours,Non-Custody (Overtime),"1,775.50","2,919.50","1,886.50","1,400.75","1,496.75","1,603.50","1,188.33",960.00,"1,423.25","1,038.30"
FOL,Overtime Hours,Total Overtime Hours,"11,728.23","11,740.90","13,794.60","9,575.92","9,710.33","6,807.32","5,098.93","4,684.14","7,727.62","4,999.70"
FOL,Positions - Authorized and Vacant,Authorized,830.60,830.60,830.60,830.60,830.60,830.60,830.60,830.60,830.60,831.60
FOL,Positions - Authorized and Vacant,Vacant,67.10,66.10,60.10,72.10,71.10,53.10,54.10,52.10,61.10,57.10
FOL,Rehabilitative Programs,Academic Education - Actual Enrollment,"1,174.75","1,028.20","1,086.75","1,343.20","1,350.75","1,217.50","1,073.20","1,440.75","1,455.50","1,073.20"
FOL,Rehabilitative Programs,Academic Education - Operational Capacity,"1,266.00","1,273.20","1,302.00","1,302.00","1,302.00","1,311.00","1,319.20","1,319.25","1,266.75","1,319.20"
FOL,Rehabilitative Programs,Career Technical Education - Actual Enrollment,340.00,350.40,354.25,328.20,358.00,364.25,337.40,305.25,298.00,272.40
FOL,Rehabilitative Programs,Career Technical Education - Operational Capacity,355.50,369.00,369.00,349.00,369.00,369.00,347.40,315.00,315.00,275.40
FOL,Rehabilitative Programs,Cognitive Behavioral Intervention - Sex Offender - Actual Enrollment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FOL,Rehabilitative Programs,Cognitive Behavioral Intervention - Sex Offender - Operational Capacity,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HDSP,Cognitive Behavioral Intervention,Outpatient - Actual Enrollment,136.50,184.60,234.00,272.20,275.25,299.00,291.00,312.75,295.00,304.00
HDSP,Cognitive Behavioral Intervention,Outpatient - Operational Capacity,459.00,494.40,541.50,583.80,594.00,603.00,612.60,615.75,619.50,612.60
HDSP,Contraband,Cellular Telephone Seizure Events,,,,2.00,,,8.00,,,
HDSP,Contraband,Fentanyl Seizure Events,,,,12.00,,,10.00,,,
HDSP,Contraband,Heroin Seizure Events,,,,2.00,4.00,2.00,,2.00,,2.00
HDSP,Contraband,Honey Oil Seizure Events,,,,12.00,,,2.00,,,
HDSP,Contraband,Marijuana Seizure Events,,,,,2.00,,,,,
HDSP,Contraband,Methamphetamine Seizure Events,,,,6.00,,16.00,34.00,4.00,10.00,
HDSP,Contraband,Quantity of Cellular Telephones Seized,,,,2.00,,,8.00,,,
HDSP,Contraband,Quantity of Fentanyl Seized (grams with packaging),,,,46.00,,,12.28,,,
HDSP,Contraband,Quantity of Fentanyl Seized (grams),,,,28.40,,,374.00,,,
HDSP,Contraband,Quantity of Heroin Seized (grams with packaging),,,,,22.20,,,,,
HDSP,Contraband,Quantity of Heroin Seized (grams),,,,31.80,,2.00,,2.00,,0.80
HDSP,Contraband,Quantity of Honey Oil Seized (grams with packaging),,,,,,,70.98,,,
HDSP,Contraband,Quantity of Honey Oil Seized (grams),,,,14.00,,,,,,
HDSP,Contraband,Quantity of Marijuana Seized (grams with packaging),,,,,2.00,,,,,
HDSP,Contraband,Quantity of Methamphetamine Seized (grams with packaging),,,,,,23.80,149.90,26.20,,
HDSP,Contraband,Quantity of Methamphetamine Seized (grams),,,,59.40,,477.00,265.40,2.20,222.00,
HDSP,Contraband,Quantity of Suboxone Seized (number of strips),,,,32.00,,2.00,,68.00,,
HDSP,Contraband,Quantity of Synthetic Cannabinoid / Spice Seized (grams with packaging),,,,,,,4.00,,,
HDSP,Contraband,Quantity of Synthetic Cannabinoid / Spice Seized (grams),,,,,,98.20,31.60,,,
HDSP,Contraband,Quantity of Synthetic Cannabinoid / Spice Seized (number of strips),,,,,6.00,36.00,12.00,,,
HDSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Rejected,105.00,93.00,144.00,251.00,146.00,213.00,180.00,117.00,94.00,96.00
HDSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Staff Misconduct,19.00,63.00,75.00,134.00,105.00,175.00,86.00,50.00,55.00,39.00
HDSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Time Expired,0.00,1.00,1.00,0.00,0.00,2.00,2.00,1.00,0.00,0.00
HDSP,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,0.00,0.00,0.24,0.00,6.51,3.83,0.00,0.90,10.13,0.02
HDSP,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,3.00,
HDSP,Number and Housing Level of Incarcerated Persons,Camps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HDSP,Number and Housing Level of Incarcerated Persons,Condemned,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HDSP,Number and Housing Level of Incarcerated Persons,Level I,227.00,260.00,291.00,276.00,266.00,244.00,241.00,219.00,199.00,247.00
HDSP,Number and Housing Level of Incarcerated Persons,Level II,805.00,799.00,757.00,704.00,690.00,731.00,730.00,744.00,846.00,766.00
HDSP,Number and Housing Level of Incarcerated Persons,Level III,382.00,511.00,639.00,716.00,764.00,787.00,798.00,786.00,782.00,767.00
HDSP,Number and Housing Level of Incarcerated Persons,Level IV,"1,029.00","1,014.00","1,020.00","1,066.00","1,015.00",949.00,905.00,914.00,957.00,922.00
HDSP,Number and Housing Level of Incarcerated Persons,Level VI,,,,,,,,,,
HDSP,Number and Housing Level of Incarcerated Persons,Non Level - Specific Beds,113.00,134.00,133.00,125.00,130.00,126.00,127.00,130.00,118.00,26.00
HDSP,Number and Housing Level of Incarcerated Persons,Restricted Housing,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00
HDSP,Number and Housing Level of Incarcerated Persons,Total Number of Incarcerated Persons,"2,556.00","2,718.00","2,840.00","2,887.00","2,865.00","2,837.00","2,801.00","2,793.00","2,903.00","2,823.00"
HDSP,Number of Deaths,Expected,1.00,,,1.00,,,,,,
HDSP,Number of Deaths,Homicide,,,,,,,,,,1.00
HDSP,Number of Deaths,Unexpected,,,,,,,,,,
HDSP,Overtime Hours,Custody (Overtime),"23,498.59","22,284.71","26,866.97","23,014.27","21,357.99","21,543.21","15,911.99","16,370.77","19,045.68","13,984.70"
HDSP,Overtime Hours,Dental + Mental Health (Overtime),"1,121.00",237.25,274.75,255.75,293.75,183.50,270.75,250.75,263.00,265.50
HDSP,Overtime Hours,Non-Custody (Overtime),"1,723.50","1,941.75","2,622.50","1,699.00","1,566.25","2,083.75","1,400.57","1,751.00","2,023.50","1,632.30"
HDSP,Overtime Hours,Total Overtime Hours,"26,343.09","24,463.71","29,764.22","24,969.02","23,217.99","23,810.46","17,583.31","18,372.52","21,332.18","15,882.50"
HDSP,Positions - Authorized and Vacant,Authorized,"1,199.60","1,199.60","1,199.60","1,199.60","1,199.60","1,199.60","1,199.60","1,199.60","1,199.60","1,199.30"
HDSP,Positions - Authorized and Vacant,Vacant,151.60,162.60,159.60,163.20,164.60,178.60,172.60,167.60,160.60,166.30
