month,institution,measure,value
Oct 2025,SW,Specialized Health Care Beds,3157
Oct 2025,SW,Institution Population,90613
Oct 2025,ASP,High Risk Priority 1,0%
Oct 2025,ASP,High Risk Priority 2,0%
Oct 2025,ASP,Medium Risk,39%
Oct 2025,ASP,Low Risk,60%
Oct 2025,ASP,Mental Health EOP,0%
Oct 2025,ASP,Disability Placement Program (DPP) Patients,4%
Oct 2025,ASP,Patients 50 Years or Older,29%
Oct 2025,ASP,Specialized Health Care Beds,28
Oct 2025,ASP,Institution Population,3875
Oct 2025,CAL,High Risk Priority 1,1%
Oct 2025,CAL,High Risk Priority 2,4%
Oct 2025,CAL,Medium Risk,17%
Oct 2025,CAL,Low Risk,78%
Oct 2025,CAL,Mental Health EOP,0%
Oct 2025,CAL,Disability Placement Program (DPP) Patients,4%
Oct 2025,CAL,Patients 50 Years or Older,10%
Oct 2025,CAL,Specialized Health Care Beds,18
Oct 2025,CAL,Institution Population,2556
Oct 2025,CCI,High Risk Priority 1,1%
Oct 2025,CCI,High Risk Priority 2,7%
Oct 2025,CCI,Medium Risk,56%
Oct 2025,CCI,Low Risk,36%
Oct 2025,CCI,Mental Health EOP,6%
Oct 2025,CCI,Disability Placement Program (DPP) Patients,6%
Oct 2025,CCI,Patients 50 Years or Older,18%
Oct 2025,CCI,Specialized Health Care Beds,16
Oct 2025,CCI,Institution Population,2486
Oct 2025,CCWF,High Risk Priority 1,9%
Oct 2025,CCWF,High Risk Priority 2,11%
Oct 2025,CCWF,Medium Risk,60%
Oct 2025,CCWF,Low Risk,20%
Oct 2025,CCWF,Mental Health EOP,5%
Oct 2025,CCWF,Disability Placement Program (DPP) Patients,13%
Oct 2025,CCWF,Patients 50 Years or Older,21%
Oct 2025,CCWF,Specialized Health Care Beds,38
Oct 2025,CCWF,Institution Population,2150
Oct 2025,CEN,High Risk Priority 1,1%
Oct 2025,CEN,High Risk Priority 2,3%
Oct 2025,CEN,Medium Risk,19%
Oct 2025,CEN,Low Risk,78%
Oct 2025,CEN,Mental Health EOP,0%
Oct 2025,CEN,Disability Placement Program (DPP) Patients,4%
Oct 2025,CEN,Patients 50 Years or Older,13%
Oct 2025,CEN,Specialized Health Care Beds,13
Oct 2025,CEN,Institution Population,3232
Oct 2025,CHCF,High Risk Priority 1,48%
Oct 2025,CHCF,High Risk Priority 2,20%
Oct 2025,CHCF,Medium Risk,23%
Oct 2025,CHCF,Low Risk,8%
Oct 2025,CHCF,Mental Health EOP,21%
Oct 2025,CHCF,Disability Placement Program (DPP) Patients,53%
Oct 2025,CHCF,Patients 50 Years or Older,61%
Oct 2025,CHCF,Specialized Health Care Beds,1678
Oct 2025,CHCF,Institution Population,2380
Oct 2025,CIM,High Risk Priority 1,23%
Oct 2025,CIM,High Risk Priority 2,25%
Oct 2025,CIM,Medium Risk,32%
Oct 2025,CIM,Low Risk,20%
Oct 2025,CIM,Mental Health EOP,7%
Oct 2025,CIM,Disability Placement Program (DPP) Patients,27%
Oct 2025,CIM,Patients 50 Years or Older,57%
Oct 2025,CIM,Specialized Health Care Beds,78
Oct 2025,CIM,Institution Population,2327
Oct 2025,CIW,High Risk Priority 1,12%
Oct 2025,CIW,High Risk Priority 2,13%
Oct 2025,CIW,Medium Risk,52%
Oct 2025,CIW,Low Risk,23%
Oct 2025,CIW,Mental Health EOP,6%
Oct 2025,CIW,Disability Placement Program (DPP) Patients,19%
Oct 2025,CIW,Patients 50 Years or Older,22%
Oct 2025,CIW,Specialized Health Care Beds,98
Oct 2025,CIW,Institution Population,1138
Oct 2025,CMC,High Risk Priority 1,7%
Oct 2025,CMC,High Risk Priority 2,15%
Oct 2025,CMC,Medium Risk,50%
Oct 2025,CMC,Low Risk,29%
Oct 2025,CMC,Mental Health EOP,30%
Oct 2025,CMC,Disability Placement Program (DPP) Patients,12%
Oct 2025,CMC,Patients 50 Years or Older,31%
Oct 2025,CMC,Specialized Health Care Beds,87
Oct 2025,CMC,Institution Population,2124
Oct 2025,CMF,High Risk Priority 1,34%
Oct 2025,CMF,High Risk Priority 2,20%
Oct 2025,CMF,Medium Risk,32%
Oct 2025,CMF,Low Risk,13%
Oct 2025,CMF,Mental Health EOP,24%
Oct 2025,CMF,Disability Placement Program (DPP) Patients,43%
Oct 2025,CMF,Patients 50 Years or Older,52%
Oct 2025,CMF,Specialized Health Care Beds,501
Oct 2025,CMF,Institution Population,2172
Oct 2025,COR,High Risk Priority 1,9%
Oct 2025,COR,High Risk Priority 2,15%
Oct 2025,COR,Medium Risk,48%
Oct 2025,COR,Low Risk,28%
Oct 2025,COR,Mental Health EOP,10%
Oct 2025,COR,Disability Placement Program (DPP) Patients,18%
Oct 2025,COR,Patients 50 Years or Older,40%
Oct 2025,COR,Specialized Health Care Beds,92
Oct 2025,COR,Institution Population,2747
Oct 2025,CRC,High Risk Priority 1,4%
Oct 2025,CRC,High Risk Priority 2,8%
Oct 2025,CRC,Medium Risk,41%
Oct 2025,CRC,Low Risk,47%
Oct 2025,CRC,Mental Health EOP,0%
Oct 2025,CRC,Disability Placement Program (DPP) Patients,4%
Oct 2025,CRC,Patients 50 Years or Older,28%
Oct 2025,CRC,Specialized Health Care Beds,10
Oct 2025,CRC,Institution Population,1648
Oct 2025,CTF,High Risk Priority 1,5%
Oct 2025,CTF,High Risk Priority 2,13%
Oct 2025,CTF,Medium Risk,30%
Oct 2025,CTF,Low Risk,52%
Oct 2025,CTF,Mental Health EOP,0%
Oct 2025,CTF,Disability Placement Program (DPP) Patients,15%
Oct 2025,CTF,Patients 50 Years or Older,49%
Oct 2025,CTF,Specialized Health Care Beds,17
Oct 2025,CTF,Institution Population,4176
Oct 2025,FSP,High Risk Priority 1,4%
Oct 2025,FSP,High Risk Priority 2,9%
Oct 2025,FSP,Medium Risk,30%
Oct 2025,FSP,Low Risk,57%
Oct 2025,FSP,Mental Health EOP,0%
Oct 2025,FSP,Disability Placement Program (DPP) Patients,4%
Oct 2025,FSP,Patients 50 Years or Older,27%
Oct 2025,FSP,Specialized Health Care Beds,
Oct 2025,FSP,Institution Population,2776
Oct 2025,HDSP,High Risk Priority 1,4%
Oct 2025,HDSP,High Risk Priority 2,8%
Oct 2025,HDSP,Medium Risk,56%
Oct 2025,HDSP,Low Risk,32%
Oct 2025,HDSP,Mental Health EOP,3%
Oct 2025,HDSP,Disability Placement Program (DPP) Patients,18%
Oct 2025,HDSP,Patients 50 Years or Older,20%
Oct 2025,HDSP,Specialized Health Care Beds,30
Oct 2025,HDSP,Institution Population,2761
Oct 2025,ISP,High Risk Priority 1,2%
Oct 2025,ISP,High Risk Priority 2,7%
Oct 2025,ISP,Medium Risk,17%
Oct 2025,ISP,Low Risk,73%
Oct 2025,ISP,Mental Health EOP,0%
Oct 2025,ISP,Disability Placement Program (DPP) Patients,8%
Oct 2025,ISP,Patients 50 Years or Older,37%
Oct 2025,ISP,Specialized Health Care Beds,14
Oct 2025,ISP,Institution Population,2938
Oct 2025,KVSP,High Risk Priority 1,5%
Oct 2025,KVSP,High Risk Priority 2,8%
Oct 2025,KVSP,Medium Risk,52%
Oct 2025,KVSP,Low Risk,35%
Oct 2025,KVSP,Mental Health EOP,11%
Oct 2025,KVSP,Disability Placement Program (DPP) Patients,13%
Oct 2025,KVSP,Patients 50 Years or Older,15%
Oct 2025,KVSP,Specialized Health Care Beds,22
Oct 2025,KVSP,Institution Population,2986
Oct 2025,LAC,High Risk Priority 1,11%
Oct 2025,LAC,High Risk Priority 2,15%
Oct 2025,LAC,Medium Risk,53%
Oct 2025,LAC,Low Risk,20%
Oct 2025,LAC,Mental Health EOP,21%
Oct 2025,LAC,Disability Placement Program (DPP) Patients,22%
Oct 2025,LAC,Patients 50 Years or Older,26%
Oct 2025,LAC,Specialized Health Care Beds,16
Oct 2025,LAC,Institution Population,2837
Oct 2025,MCSP,High Risk Priority 1,20%
Oct 2025,MCSP,High Risk Priority 2,18%
Oct 2025,MCSP,Medium Risk,45%
Oct 2025,MCSP,Low Risk,17%
Oct 2025,MCSP,Mental Health EOP,21%
Oct 2025,MCSP,Disability Placement Program (DPP) Patients,27%
Oct 2025,MCSP,Patients 50 Years or Older,38%
Oct 2025,MCSP,Specialized Health Care Beds,10
Oct 2025,MCSP,Institution Population,3751
Oct 2025,NKSP,High Risk Priority 1,2%
Oct 2025,NKSP,High Risk Priority 2,5%
Oct 2025,NKSP,Medium Risk,50%
Oct 2025,NKSP,Low Risk,43%
Oct 2025,NKSP,Mental Health EOP,4%
Oct 2025,NKSP,Disability Placement Program (DPP) Patients,4%
Oct 2025,NKSP,Patients 50 Years or Older,14%
Oct 2025,NKSP,Specialized Health Care Beds,16
Oct 2025,NKSP,Institution Population,2846
Oct 2025,PBSP,High Risk Priority 1,3%
Oct 2025,PBSP,High Risk Priority 2,9%
Oct 2025,PBSP,Medium Risk,56%
Oct 2025,PBSP,Low Risk,32%
Oct 2025,PBSP,Mental Health EOP,4%
Oct 2025,PBSP,Disability Placement Program (DPP) Patients,11%
Oct 2025,PBSP,Patients 50 Years or Older,25%
Oct 2025,PBSP,Specialized Health Care Beds,19
Oct 2025,PBSP,Institution Population,2238
Oct 2025,PVSP,High Risk Priority 1,0%
Oct 2025,PVSP,High Risk Priority 2,0%
Oct 2025,PVSP,Medium Risk,44%
Oct 2025,PVSP,Low Risk,55%
Oct 2025,PVSP,Mental Health EOP,5%
Oct 2025,PVSP,Disability Placement Program (DPP) Patients,5%
Oct 2025,PVSP,Patients 50 Years or Older,12%
Oct 2025,PVSP,Specialized Health Care Beds,15
Oct 2025,PVSP,Institution Population,3180
Oct 2025,RJD,High Risk Priority 1,21%
Oct 2025,RJD,High Risk Priority 2,19%
Oct 2025,RJD,Medium Risk,42%
Oct 2025,RJD,Low Risk,18%
Oct 2025,RJD,Mental Health EOP,24%
Oct 2025,RJD,Disability Placement Program (DPP) Patients,33%
Oct 2025,RJD,Patients 50 Years or Older,44%
Oct 2025,RJD,Specialized Health Care Beds,28
Oct 2025,RJD,Institution Population,3823
Oct 2025,SAC,High Risk Priority 1,12%
Oct 2025,SAC,High Risk Priority 2,22%
Oct 2025,SAC,Medium Risk,49%
Oct 2025,SAC,Low Risk,17%
Oct 2025,SAC,Mental Health EOP,44%
Oct 2025,SAC,Disability Placement Program (DPP) Patients,17%
Oct 2025,SAC,Patients 50 Years or Older,24%
Oct 2025,SAC,Specialized Health Care Beds,26
Oct 2025,SAC,Institution Population,2189
Oct 2025,SATF,High Risk Priority 1,9%
Oct 2025,SATF,High Risk Priority 2,13%
Oct 2025,SATF,Medium Risk,53%
Oct 2025,SATF,Low Risk,26%
Oct 2025,SATF,Mental Health EOP,12%
Oct 2025,SATF,Disability Placement Program (DPP) Patients,26%
Oct 2025,SATF,Patients 50 Years or Older,35%
Oct 2025,SATF,Specialized Health Care Beds,38
Oct 2025,SATF,Institution Population,5536
Oct 2025,SCC,High Risk Priority 1,0%
Oct 2025,SCC,High Risk Priority 2,1%
Oct 2025,SCC,Medium Risk,12%
Oct 2025,SCC,Low Risk,86%
Oct 2025,SCC,Mental Health EOP,0%
Oct 2025,SCC,Disability Placement Program (DPP) Patients,2%
Oct 2025,SCC,Patients 50 Years or Older,10%
Oct 2025,SCC,Specialized Health Care Beds,
Oct 2025,SCC,Institution Population,4107
Oct 2025,SOL,High Risk Priority 1,8%
Oct 2025,SOL,High Risk Priority 2,10%
Oct 2025,SOL,Medium Risk,25%
Oct 2025,SOL,Low Risk,57%
Oct 2025,SOL,Mental Health EOP,0%
Oct 2025,SOL,Disability Placement Program (DPP) Patients,14%
Oct 2025,SOL,Patients 50 Years or Older,28%
Oct 2025,SOL,Specialized Health Care Beds,15
Oct 2025,SOL,Institution Population,3782
Oct 2025,SQ,High Risk Priority 1,17%
Oct 2025,SQ,High Risk Priority 2,21%
Oct 2025,SQ,Medium Risk,38%
Oct 2025,SQ,Low Risk,25%
Oct 2025,SQ,Mental Health EOP,11%
Oct 2025,SQ,Disability Placement Program (DPP) Patients,17%
Oct 2025,SQ,Patients 50 Years or Older,52%
Oct 2025,SQ,Specialized Health Care Beds,50
Oct 2025,SQ,Institution Population,2562
Oct 2025,SVSP,High Risk Priority 1,10%
Oct 2025,SVSP,High Risk Priority 2,12%
Oct 2025,SVSP,Medium Risk,49%
Oct 2025,SVSP,Low Risk,29%
Oct 2025,SVSP,Mental Health EOP,11%
Oct 2025,SVSP,Disability Placement Program (DPP) Patients,18%
Oct 2025,SVSP,Patients 50 Years or Older,21%
Oct 2025,SVSP,Specialized Health Care Beds,148
Oct 2025,SVSP,Institution Population,2509
Oct 2025,VSP,High Risk Priority 1,13%
Oct 2025,VSP,High Risk Priority 2,17%
Oct 2025,VSP,Medium Risk,39%
Oct 2025,VSP,Low Risk,30%
Oct 2025,VSP,Mental Health EOP,10%
Oct 2025,VSP,Disability Placement Program (DPP) Patients,34%
Oct 2025,VSP,Patients 50 Years or Older,48%
Oct 2025,VSP,Specialized Health Care Beds,20
Oct 2025,VSP,Institution Population,3296
Oct 2025,WSP,High Risk Priority 1,1%
Oct 2025,WSP,High Risk Priority 2,5%
Oct 2025,WSP,Medium Risk,48%
Oct 2025,WSP,Low Risk,45%
Oct 2025,WSP,Mental Health EOP,3%
Oct 2025,WSP,Disability Placement Program (DPP) Patients,5%
Oct 2025,WSP,Patients 50 Years or Older,13%
Oct 2025,WSP,Specialized Health Care Beds,16
Oct 2025,WSP,Institution Population,3485
Sep 2025,SW,High Risk Priority 1,9%
Sep 2025,SW,High Risk Priority 2,11%
Sep 2025,SW,Medium Risk,40%
Sep 2025,SW,Low Risk,40%
Sep 2025,SW,Mental Health EOP,9%
Sep 2025,SW,Disability Placement Program (DPP) Patients,16%
Sep 2025,SW,Patients 50 Years or Older,30%
Sep 2025,SW,Specialized Health Care Beds,3157
Sep 2025,SW,Institution Population,90536
Sep 2025,ASP,High Risk Priority 1,0%
Sep 2025,ASP,High Risk Priority 2,1%
Sep 2025,ASP,Medium Risk,40%
Sep 2025,ASP,Low Risk,60%
Sep 2025,ASP,Mental Health EOP,0%
Sep 2025,ASP,Disability Placement Program (DPP) Patients,4%
Sep 2025,ASP,Patients 50 Years or Older,28%
Sep 2025,ASP,Specialized Health Care Beds,28
Sep 2025,ASP,Institution Population,3960
Sep 2025,CAL,High Risk Priority 1,1%
Sep 2025,CAL,High Risk Priority 2,4%
Sep 2025,CAL,Medium Risk,17%
Sep 2025,CAL,Low Risk,78%
Sep 2025,CAL,Mental Health EOP,0%
Sep 2025,CAL,Disability Placement Program (DPP) Patients,4%
Sep 2025,CAL,Patients 50 Years or Older,11%
Sep 2025,CAL,Specialized Health Care Beds,18
Sep 2025,CAL,Institution Population,2437
Sep 2025,CCI,High Risk Priority 1,1%
Sep 2025,CCI,High Risk Priority 2,7%
Sep 2025,CCI,Medium Risk,55%
Sep 2025,CCI,Low Risk,36%
Sep 2025,CCI,Mental Health EOP,6%
Sep 2025,CCI,Disability Placement Program (DPP) Patients,6%
Sep 2025,CCI,Patients 50 Years or Older,17%
Sep 2025,CCI,Specialized Health Care Beds,16
Sep 2025,CCI,Institution Population,2546
Sep 2025,CCWF,High Risk Priority 1,9%
Sep 2025,CCWF,High Risk Priority 2,12%
Sep 2025,CCWF,Medium Risk,60%
Sep 2025,CCWF,Low Risk,19%
Sep 2025,CCWF,Mental Health EOP,5%
Sep 2025,CCWF,Disability Placement Program (DPP) Patients,14%
Sep 2025,CCWF,Patients 50 Years or Older,21%
Sep 2025,CCWF,Specialized Health Care Beds,38
Sep 2025,CCWF,Institution Population,2109
Sep 2025,CEN,High Risk Priority 1,1%
Sep 2025,CEN,High Risk Priority 2,3%
Sep 2025,CEN,Medium Risk,19%
Sep 2025,CEN,Low Risk,77%
Sep 2025,CEN,Mental Health EOP,0%
Sep 2025,CEN,Disability Placement Program (DPP) Patients,4%
Sep 2025,CEN,Patients 50 Years or Older,12%
Sep 2025,CEN,Specialized Health Care Beds,13
Sep 2025,CEN,Institution Population,3122
Sep 2025,CHCF,High Risk Priority 1,49%
Sep 2025,CHCF,High Risk Priority 2,20%
Sep 2025,CHCF,Medium Risk,23%
Sep 2025,CHCF,Low Risk,8%
Sep 2025,CHCF,Mental Health EOP,20%
Sep 2025,CHCF,Disability Placement Program (DPP) Patients,53%
Sep 2025,CHCF,Patients 50 Years or Older,61%
Sep 2025,CHCF,Specialized Health Care Beds,1678
Sep 2025,CHCF,Institution Population,2373
Sep 2025,CIM,High Risk Priority 1,23%
Sep 2025,CIM,High Risk Priority 2,24%
Sep 2025,CIM,Medium Risk,32%
Sep 2025,CIM,Low Risk,20%
Sep 2025,CIM,Mental Health EOP,7%
Sep 2025,CIM,Disability Placement Program (DPP) Patients,27%
Sep 2025,CIM,Patients 50 Years or Older,56%
Sep 2025,CIM,Specialized Health Care Beds,78
Sep 2025,CIM,Institution Population,2340
Sep 2025,CIW,High Risk Priority 1,12%
Sep 2025,CIW,High Risk Priority 2,13%
Sep 2025,CIW,Medium Risk,52%
Sep 2025,CIW,Low Risk,22%
Sep 2025,CIW,Mental Health EOP,7%
Sep 2025,CIW,Disability Placement Program (DPP) Patients,19%
Sep 2025,CIW,Patients 50 Years or Older,22%
Sep 2025,CIW,Specialized Health Care Beds,98
Sep 2025,CIW,Institution Population,1147
Sep 2025,CMC,High Risk Priority 1,7%
Sep 2025,CMC,High Risk Priority 2,14%
Sep 2025,CMC,Medium Risk,50%
Sep 2025,CMC,Low Risk,28%
Sep 2025,CMC,Mental Health EOP,31%
Sep 2025,CMC,Disability Placement Program (DPP) Patients,12%
Sep 2025,CMC,Patients 50 Years or Older,31%
Sep 2025,CMC,Specialized Health Care Beds,87
Sep 2025,CMC,Institution Population,2120
Sep 2025,CMF,High Risk Priority 1,34%
Sep 2025,CMF,High Risk Priority 2,21%
Sep 2025,CMF,Medium Risk,32%
Sep 2025,CMF,Low Risk,13%
Sep 2025,CMF,Mental Health EOP,23%
Sep 2025,CMF,Disability Placement Program (DPP) Patients,43%
Sep 2025,CMF,Patients 50 Years or Older,52%
Sep 2025,CMF,Specialized Health Care Beds,501
Sep 2025,CMF,Institution Population,2154
Sep 2025,COR,High Risk Priority 1,9%
Sep 2025,COR,High Risk Priority 2,15%
Sep 2025,COR,Medium Risk,48%
Sep 2025,COR,Low Risk,28%
Sep 2025,COR,Mental Health EOP,10%
Sep 2025,COR,Disability Placement Program (DPP) Patients,19%
Sep 2025,COR,Patients 50 Years or Older,40%
Sep 2025,COR,Specialized Health Care Beds,92
Sep 2025,COR,Institution Population,2662
Sep 2025,CRC,High Risk Priority 1,4%
Sep 2025,CRC,High Risk Priority 2,8%
Sep 2025,CRC,Medium Risk,42%
Sep 2025,CRC,Low Risk,47%
Sep 2025,CRC,Mental Health EOP,1%
Sep 2025,CRC,Disability Placement Program (DPP) Patients,4%
Sep 2025,CRC,Patients 50 Years or Older,27%
Sep 2025,CRC,Specialized Health Care Beds,10
Sep 2025,CRC,Institution Population,2186
Sep 2025,CTF,High Risk Priority 1,5%
Sep 2025,CTF,High Risk Priority 2,13%
Sep 2025,CTF,Medium Risk,31%
Sep 2025,CTF,Low Risk,52%
Sep 2025,CTF,Mental Health EOP,0%
Sep 2025,CTF,Disability Placement Program (DPP) Patients,15%
Sep 2025,CTF,Patients 50 Years or Older,49%
Sep 2025,CTF,Specialized Health Care Beds,17
Sep 2025,CTF,Institution Population,4172
Sep 2025,FSP,High Risk Priority 1,3%
Sep 2025,FSP,High Risk Priority 2,9%
Sep 2025,FSP,Medium Risk,29%
Sep 2025,FSP,Low Risk,58%
Sep 2025,FSP,Mental Health EOP,0%
Sep 2025,FSP,Disability Placement Program (DPP) Patients,3%
Sep 2025,FSP,Patients 50 Years or Older,27%
Sep 2025,FSP,Specialized Health Care Beds,
Sep 2025,FSP,Institution Population,2760
Sep 2025,HDSP,High Risk Priority 1,5%
Sep 2025,HDSP,High Risk Priority 2,8%
Sep 2025,HDSP,Medium Risk,55%
Sep 2025,HDSP,Low Risk,33%
Sep 2025,HDSP,Mental Health EOP,3%
Sep 2025,HDSP,Disability Placement Program (DPP) Patients,18%
Sep 2025,HDSP,Patients 50 Years or Older,21%
Sep 2025,HDSP,Specialized Health Care Beds,30
Sep 2025,HDSP,Institution Population,2614
Sep 2025,ISP,High Risk Priority 1,2%
Sep 2025,ISP,High Risk Priority 2,7%
Sep 2025,ISP,Medium Risk,17%
Sep 2025,ISP,Low Risk,74%
Sep 2025,ISP,Mental Health EOP,0%
Sep 2025,ISP,Disability Placement Program (DPP) Patients,7%
Sep 2025,ISP,Patients 50 Years or Older,36%
Sep 2025,ISP,Specialized Health Care Beds,14
Sep 2025,ISP,Institution Population,2869
Sep 2025,KVSP,High Risk Priority 1,5%
Sep 2025,KVSP,High Risk Priority 2,9%
Sep 2025,KVSP,Medium Risk,52%
Sep 2025,KVSP,Low Risk,35%
Sep 2025,KVSP,Mental Health EOP,11%
Sep 2025,KVSP,Disability Placement Program (DPP) Patients,13%
Sep 2025,KVSP,Patients 50 Years or Older,15%
Sep 2025,KVSP,Specialized Health Care Beds,22
Sep 2025,KVSP,Institution Population,2960
Sep 2025,LAC,High Risk Priority 1,11%
Sep 2025,LAC,High Risk Priority 2,14%
Sep 2025,LAC,Medium Risk,50%
Sep 2025,LAC,Low Risk,25%
Sep 2025,LAC,Mental Health EOP,19%
Sep 2025,LAC,Disability Placement Program (DPP) Patients,20%
Sep 2025,LAC,Patients 50 Years or Older,24%
Sep 2025,LAC,Specialized Health Care Beds,16
Sep 2025,LAC,Institution Population,3144
Sep 2025,MCSP,High Risk Priority 1,20%
Sep 2025,MCSP,High Risk Priority 2,18%
Sep 2025,MCSP,Medium Risk,45%
Sep 2025,MCSP,Low Risk,17%
Sep 2025,MCSP,Mental Health EOP,21%
Sep 2025,MCSP,Disability Placement Program (DPP) Patients,27%
Sep 2025,MCSP,Patients 50 Years or Older,38%
Sep 2025,MCSP,Specialized Health Care Beds,10
Sep 2025,MCSP,Institution Population,3760
Sep 2025,NKSP,High Risk Priority 1,1%
Sep 2025,NKSP,High Risk Priority 2,5%
Sep 2025,NKSP,Medium Risk,50%
Sep 2025,NKSP,Low Risk,44%
Sep 2025,NKSP,Mental Health EOP,3%
Sep 2025,NKSP,Disability Placement Program (DPP) Patients,3%
Sep 2025,NKSP,Patients 50 Years or Older,14%
Sep 2025,NKSP,Specialized Health Care Beds,16
Sep 2025,NKSP,Institution Population,2688
Sep 2025,PBSP,High Risk Priority 1,3%
Sep 2025,PBSP,High Risk Priority 2,9%
Sep 2025,PBSP,Medium Risk,56%
Sep 2025,PBSP,Low Risk,32%
Sep 2025,PBSP,Mental Health EOP,4%
Sep 2025,PBSP,Disability Placement Program (DPP) Patients,10%
Sep 2025,PBSP,Patients 50 Years or Older,25%
Sep 2025,PBSP,Specialized Health Care Beds,19
Sep 2025,PBSP,Institution Population,2198
Sep 2025,PVSP,High Risk Priority 1,0%
Sep 2025,PVSP,High Risk Priority 2,0%
Sep 2025,PVSP,Medium Risk,44%
Sep 2025,PVSP,Low Risk,56%
Sep 2025,PVSP,Mental Health EOP,5%
Sep 2025,PVSP,Disability Placement Program (DPP) Patients,5%
Sep 2025,PVSP,Patients 50 Years or Older,12%
Sep 2025,PVSP,Specialized Health Care Beds,15
Sep 2025,PVSP,Institution Population,3106
Sep 2025,RJD,High Risk Priority 1,21%
Sep 2025,RJD,High Risk Priority 2,20%
Sep 2025,RJD,Medium Risk,41%
Sep 2025,RJD,Low Risk,18%
Sep 2025,RJD,Mental Health EOP,24%
Sep 2025,RJD,Disability Placement Program (DPP) Patients,33%
Sep 2025,RJD,Patients 50 Years or Older,45%
Sep 2025,RJD,Specialized Health Care Beds,28
Sep 2025,RJD,Institution Population,3768
Sep 2025,SAC,High Risk Priority 1,11%
Sep 2025,SAC,High Risk Priority 2,22%
Sep 2025,SAC,Medium Risk,50%
Sep 2025,SAC,Low Risk,17%
Sep 2025,SAC,Mental Health EOP,43%
Sep 2025,SAC,Disability Placement Program (DPP) Patients,16%
Sep 2025,SAC,Patients 50 Years or Older,23%
Sep 2025,SAC,Specialized Health Care Beds,26
Sep 2025,SAC,Institution Population,2205
Sep 2025,SATF,High Risk Priority 1,9%
Sep 2025,SATF,High Risk Priority 2,12%
Sep 2025,SATF,Medium Risk,53%
Sep 2025,SATF,Low Risk,26%
Sep 2025,SATF,Mental Health EOP,12%
Sep 2025,SATF,Disability Placement Program (DPP) Patients,26%
Sep 2025,SATF,Patients 50 Years or Older,35%
Sep 2025,SATF,Specialized Health Care Beds,38
Sep 2025,SATF,Institution Population,5463
Sep 2025,SCC,High Risk Priority 1,0%
Sep 2025,SCC,High Risk Priority 2,1%
Sep 2025,SCC,Medium Risk,12%
Sep 2025,SCC,Low Risk,87%
Sep 2025,SCC,Mental Health EOP,0%
Sep 2025,SCC,Disability Placement Program (DPP) Patients,2%
Sep 2025,SCC,Patients 50 Years or Older,10%
Sep 2025,SCC,Specialized Health Care Beds,
Sep 2025,SCC,Institution Population,3996
Sep 2025,SOL,High Risk Priority 1,8%
Sep 2025,SOL,High Risk Priority 2,11%
Sep 2025,SOL,Medium Risk,26%
Sep 2025,SOL,Low Risk,56%
Sep 2025,SOL,Mental Health EOP,0%
Sep 2025,SOL,Disability Placement Program (DPP) Patients,15%
Sep 2025,SOL,Patients 50 Years or Older,28%
Sep 2025,SOL,Specialized Health Care Beds,15
Sep 2025,SOL,Institution Population,3713
Sep 2025,SQ,High Risk Priority 1,17%
Sep 2025,SQ,High Risk Priority 2,20%
Sep 2025,SQ,Medium Risk,38%
Sep 2025,SQ,Low Risk,25%
Sep 2025,SQ,Mental Health EOP,10%
Sep 2025,SQ,Disability Placement Program (DPP) Patients,17%
Sep 2025,SQ,Patients 50 Years or Older,52%
Sep 2025,SQ,Specialized Health Care Beds,50
Sep 2025,SQ,Institution Population,2614
Sep 2025,SVSP,High Risk Priority 1,10%
Sep 2025,SVSP,High Risk Priority 2,12%
Sep 2025,SVSP,Medium Risk,50%
Sep 2025,SVSP,Low Risk,29%
Sep 2025,SVSP,Mental Health EOP,11%
Sep 2025,SVSP,Disability Placement Program (DPP) Patients,17%
Sep 2025,SVSP,Patients 50 Years or Older,21%
Sep 2025,SVSP,Specialized Health Care Beds,148
