month,group,institution,measure,value
Feb 2019,Other Trends Extra,PVSP,Prescriptions Per Patient,1.0
Feb 2019,Other Trends Extra,RJD,Specialty Care Referrals*,156
Feb 2019,Other Trends Extra,RJD,Prescriptions Per Patient,5.8
Feb 2019,Other Trends Extra,SAC,Specialty Care Referrals*,12
Feb 2019,Other Trends Extra,SAC,Prescriptions Per Patient,3.5
Feb 2019,Other Trends Extra,SATF,Specialty Care Referrals*,92
Feb 2019,Other Trends Extra,SATF,Prescriptions Per Patient,3.3
Feb 2019,Other Trends Extra,SCC,Specialty Care Referrals*,24
Feb 2019,Other Trends Extra,SCC,Prescriptions Per Patient,0.7
Feb 2019,Other Trends Extra,SOL,Specialty Care Referrals*,50
Feb 2019,Other Trends Extra,SOL,Prescriptions Per Patient,3.3
Feb 2019,Other Trends Extra,SQ,Specialty Care Referrals*,72
Feb 2019,Other Trends Extra,SQ,Prescriptions Per Patient,4.0
Feb 2019,Other Trends Extra,SVSP,Specialty Care Referrals*,29
Feb 2019,Other Trends Extra,SVSP,Prescriptions Per Patient,3.0
Feb 2019,Other Trends Extra,VSP,Specialty Care Referrals*,50
Feb 2019,Other Trends Extra,VSP,Prescriptions Per Patient,3.5
Feb 2019,Other Trends Extra,WSP,Specialty Care Referrals*,32
Feb 2019,Other Trends Extra,WSP,Prescriptions Per Patient,1.3
Jan 2019,Other Trends Extra,SW,Specialty Care Referrals*,67
Jan 2019,Other Trends Extra,SW,Prescriptions Per Patient,2.8
Jan 2019,Other Trends Extra,ASP,Specialty Care Referrals*,24
Jan 2019,Other Trends Extra,ASP,Prescriptions Per Patient,1.4
Jan 2019,Other Trends Extra,CAC,Specialty Care Referrals*,41
Jan 2019,Other Trends Extra,CAC,Prescriptions Per Patient,1.2
Jan 2019,Other Trends Extra,CAL,Specialty Care Referrals*,43
Jan 2019,Other Trends Extra,CAL,Prescriptions Per Patient,0.9
Jan 2019,Other Trends Extra,CCC,Specialty Care Referrals*,14
Jan 2019,Other Trends Extra,CCC,Prescriptions Per Patient,0.4
Jan 2019,Other Trends Extra,CCI,Specialty Care Referrals*,56
Jan 2019,Other Trends Extra,CCI,Prescriptions Per Patient,2.2
Jan 2019,Other Trends Extra,CCWF,Specialty Care Referrals*,79
Jan 2019,Other Trends Extra,CCWF,Prescriptions Per Patient,3.5
Jan 2019,Other Trends Extra,CEN,Specialty Care Referrals*,32
Jan 2019,Other Trends Extra,CEN,Prescriptions Per Patient,1.1
Jan 2019,Other Trends Extra,CHCF,Specialty Care Referrals*,301
Jan 2019,Other Trends Extra,CHCF,Prescriptions Per Patient,9.1
Jan 2019,Other Trends Extra,CIM,Specialty Care Referrals*,100
Jan 2019,Other Trends Extra,CIM,Prescriptions Per Patient,4.6
Jan 2019,Other Trends Extra,CIW,Specialty Care Referrals*,55
Jan 2019,Other Trends Extra,CIW,Prescriptions Per Patient,4.4
Jan 2019,Other Trends Extra,CMC,Specialty Care Referrals*,67
Jan 2019,Other Trends Extra,CMC,Prescriptions Per Patient,3.7
Jan 2019,Other Trends Extra,CMF,Specialty Care Referrals*,158
Jan 2019,Other Trends Extra,CMF,Prescriptions Per Patient,7.5
Jan 2019,Other Trends Extra,COR,Specialty Care Referrals*,65
Jan 2019,Other Trends Extra,COR,Prescriptions Per Patient,2.8
Jan 2019,Other Trends Extra,CRC,Specialty Care Referrals*,41
Jan 2019,Other Trends Extra,CRC,Prescriptions Per Patient,2.0
Jan 2019,Other Trends Extra,CTF,Specialty Care Referrals*,69
Jan 2019,Other Trends Extra,CTF,Prescriptions Per Patient,2.8
Jan 2019,Other Trends Extra,CVSP,Specialty Care Referrals*,74
Jan 2019,Other Trends Extra,CVSP,Prescriptions Per Patient,2.0
Jan 2019,Other Trends Extra,DVI,Specialty Care Referrals*,38
Jan 2019,Other Trends Extra,DVI,Prescriptions Per Patient,1.9
Jan 2019,Other Trends Extra,FSP,Specialty Care Referrals*,49
Jan 2019,Other Trends Extra,FSP,Prescriptions Per Patient,1.9
Jan 2019,Other Trends Extra,HDSP,Specialty Care Referrals*,64
Jan 2019,Other Trends Extra,HDSP,Prescriptions Per Patient,1.8
Jan 2019,Other Trends Extra,ISP,Specialty Care Referrals*,56
Jan 2019,Other Trends Extra,ISP,Prescriptions Per Patient,1.0
Jan 2019,Other Trends Extra,KVSP,Specialty Care Referrals*,52
Jan 2019,Other Trends Extra,KVSP,Prescriptions Per Patient,2.0
Jan 2019,Other Trends Extra,LAC,Specialty Care Referrals*,100
Jan 2019,Other Trends Extra,LAC,Prescriptions Per Patient,3.8
Jan 2019,Other Trends Extra,MCSP,Specialty Care Referrals*,123
Jan 2019,Other Trends Extra,MCSP,Prescriptions Per Patient,6.4
Jan 2019,Other Trends Extra,NKSP,Specialty Care Referrals*,64
Jan 2019,Other Trends Extra,NKSP,Prescriptions Per Patient,1.4
Jan 2019,Other Trends Extra,PBSP,Specialty Care Referrals*,43
Jan 2019,Other Trends Extra,PBSP,Prescriptions Per Patient,1.1
Jan 2019,Other Trends Extra,PVSP,Specialty Care Referrals*,37
Jan 2019,Other Trends Extra,PVSP,Prescriptions Per Patient,1.0
Jan 2019,Other Trends Extra,RJD,Specialty Care Referrals*,184
Jan 2019,Other Trends Extra,RJD,Prescriptions Per Patient,5.8
Jan 2019,Other Trends Extra,SAC,Specialty Care Referrals*,21
Jan 2019,Other Trends Extra,SAC,Prescriptions Per Patient,3.6
Jan 2019,Other Trends Extra,SATF,Specialty Care Referrals*,65
Jan 2019,Other Trends Extra,SATF,Prescriptions Per Patient,3.3
Jan 2019,Other Trends Extra,SCC,Specialty Care Referrals*,25
Jan 2019,Other Trends Extra,SCC,Prescriptions Per Patient,0.8
Jan 2019,Other Trends Extra,SOL,Specialty Care Referrals*,52
Jan 2019,Other Trends Extra,SOL,Prescriptions Per Patient,3.3
Jan 2019,Other Trends Extra,SQ,Specialty Care Referrals*,79
Jan 2019,Other Trends Extra,SQ,Prescriptions Per Patient,3.9
Jan 2019,Other Trends Extra,SVSP,Specialty Care Referrals*,33
Jan 2019,Other Trends Extra,SVSP,Prescriptions Per Patient,3.0
Jan 2019,Other Trends Extra,VSP,Specialty Care Referrals*,59
Jan 2019,Other Trends Extra,VSP,Prescriptions Per Patient,3.4
Jan 2019,Other Trends Extra,WSP,Specialty Care Referrals*,28
Jan 2019,Other Trends Extra,WSP,Prescriptions Per Patient,1.3
Dec 2018,Other Trends Extra,SW,Specialty Care Referrals*,62
Dec 2018,Other Trends Extra,SW,Prescriptions Per Patient,2.8
Dec 2018,Other Trends Extra,ASP,Specialty Care Referrals*,29
Dec 2018,Other Trends Extra,ASP,Prescriptions Per Patient,1.4
Dec 2018,Other Trends Extra,CAC,Specialty Care Referrals*,33
Dec 2018,Other Trends Extra,CAC,Prescriptions Per Patient,1.2
Dec 2018,Other Trends Extra,CAL,Specialty Care Referrals*,32
Dec 2018,Other Trends Extra,CAL,Prescriptions Per Patient,0.8
Dec 2018,Other Trends Extra,CCC,Specialty Care Referrals*,10
Dec 2018,Other Trends Extra,CCC,Prescriptions Per Patient,0.4
Dec 2018,Other Trends Extra,CCI,Specialty Care Referrals*,42
Dec 2018,Other Trends Extra,CCI,Prescriptions Per Patient,2.2
Dec 2018,Other Trends Extra,CCWF,Specialty Care Referrals*,72
Dec 2018,Other Trends Extra,CCWF,Prescriptions Per Patient,3.5
Dec 2018,Other Trends Extra,CEN,Specialty Care Referrals*,31
Dec 2018,Other Trends Extra,CEN,Prescriptions Per Patient,1.0
Dec 2018,Other Trends Extra,CHCF,Specialty Care Referrals*,259
Dec 2018,Other Trends Extra,CHCF,Prescriptions Per Patient,9.2
Dec 2018,Other Trends Extra,CIM,Specialty Care Referrals*,95
Dec 2018,Other Trends Extra,CIM,Prescriptions Per Patient,4.5
Dec 2018,Other Trends Extra,CIW,Specialty Care Referrals*,50
Dec 2018,Other Trends Extra,CIW,Prescriptions Per Patient,4.3
Dec 2018,Other Trends Extra,CMC,Specialty Care Referrals*,82
Dec 2018,Other Trends Extra,CMC,Prescriptions Per Patient,3.7
Dec 2018,Other Trends Extra,CMF,Specialty Care Referrals*,144
Dec 2018,Other Trends Extra,CMF,Prescriptions Per Patient,7.4
Dec 2018,Other Trends Extra,COR,Specialty Care Referrals*,52
Dec 2018,Other Trends Extra,COR,Prescriptions Per Patient,2.8
Dec 2018,Other Trends Extra,CRC,Specialty Care Referrals*,35
Dec 2018,Other Trends Extra,CRC,Prescriptions Per Patient,1.9
Dec 2018,Other Trends Extra,CTF,Specialty Care Referrals*,64
Dec 2018,Other Trends Extra,CTF,Prescriptions Per Patient,2.9
Dec 2018,Other Trends Extra,CVSP,Specialty Care Referrals*,61
Dec 2018,Other Trends Extra,CVSP,Prescriptions Per Patient,1.9
Dec 2018,Other Trends Extra,DVI,Specialty Care Referrals*,43
Dec 2018,Other Trends Extra,DVI,Prescriptions Per Patient,1.7
Dec 2018,Other Trends Extra,FSP,Specialty Care Referrals*,46
Dec 2018,Other Trends Extra,FSP,Prescriptions Per Patient,1.9
Dec 2018,Other Trends Extra,HDSP,Specialty Care Referrals*,51
Dec 2018,Other Trends Extra,HDSP,Prescriptions Per Patient,1.8
Dec 2018,Other Trends Extra,ISP,Specialty Care Referrals*,37
Dec 2018,Other Trends Extra,ISP,Prescriptions Per Patient,1.0
Dec 2018,Other Trends Extra,KVSP,Specialty Care Referrals*,46
Dec 2018,Other Trends Extra,KVSP,Prescriptions Per Patient,2.0
Dec 2018,Other Trends Extra,LAC,Specialty Care Referrals*,118
Dec 2018,Other Trends Extra,LAC,Prescriptions Per Patient,3.7
Dec 2018,Other Trends Extra,MCSP,Specialty Care Referrals*,102
Dec 2018,Other Trends Extra,MCSP,Prescriptions Per Patient,6.4
Dec 2018,Other Trends Extra,NKSP,Specialty Care Referrals*,58
Dec 2018,Other Trends Extra,NKSP,Prescriptions Per Patient,1.4
Dec 2018,Other Trends Extra,PBSP,Specialty Care Referrals*,40
Dec 2018,Other Trends Extra,PBSP,Prescriptions Per Patient,1.0
Dec 2018,Other Trends Extra,PVSP,Specialty Care Referrals*,34
Dec 2018,Other Trends Extra,PVSP,Prescriptions Per Patient,1.0
Dec 2018,Other Trends Extra,RJD,Specialty Care Referrals*,164
Dec 2018,Other Trends Extra,RJD,Prescriptions Per Patient,5.8
Dec 2018,Other Trends Extra,SAC,Specialty Care Referrals*,44
Dec 2018,Other Trends Extra,SAC,Prescriptions Per Patient,3.5
Dec 2018,Other Trends Extra,SATF,Specialty Care Referrals*,50
Dec 2018,Other Trends Extra,SATF,Prescriptions Per Patient,3.2
Dec 2018,Other Trends Extra,SCC,Specialty Care Referrals*,24
Dec 2018,Other Trends Extra,SCC,Prescriptions Per Patient,0.7
Dec 2018,Other Trends Extra,SOL,Specialty Care Referrals*,60
Dec 2018,Other Trends Extra,SOL,Prescriptions Per Patient,3.3
Dec 2018,Other Trends Extra,SQ,Specialty Care Referrals*,77
Dec 2018,Other Trends Extra,SQ,Prescriptions Per Patient,3.9
Dec 2018,Other Trends Extra,SVSP,Specialty Care Referrals*,32
Dec 2018,Other Trends Extra,SVSP,Prescriptions Per Patient,3.1
Dec 2018,Other Trends Extra,VSP,Specialty Care Referrals*,77
Dec 2018,Other Trends Extra,VSP,Prescriptions Per Patient,3.3
Dec 2018,Other Trends Extra,WSP,Specialty Care Referrals*,33
Dec 2018,Other Trends Extra,WSP,Prescriptions Per Patient,1.3
Nov 2018,Other Trends Extra,SW,Specialty Care Referrals*,58
Nov 2018,Other Trends Extra,SW,Prescriptions Per Patient,2.7
Nov 2018,Other Trends Extra,ASP,Specialty Care Referrals*,28
Nov 2018,Other Trends Extra,ASP,Prescriptions Per Patient,1.3
Nov 2018,Other Trends Extra,CAC,Specialty Care Referrals*,39
Nov 2018,Other Trends Extra,CAC,Prescriptions Per Patient,1.2
Nov 2018,Other Trends Extra,CAL,Specialty Care Referrals*,58
Nov 2018,Other Trends Extra,CAL,Prescriptions Per Patient,0.9
Nov 2018,Other Trends Extra,CCC,Specialty Care Referrals*,17
Nov 2018,Other Trends Extra,CCC,Prescriptions Per Patient,0.5
Nov 2018,Other Trends Extra,CCI,Specialty Care Referrals*,39
Nov 2018,Other Trends Extra,CCI,Prescriptions Per Patient,2.2
Nov 2018,Other Trends Extra,CCWF,Specialty Care Referrals*,71
Nov 2018,Other Trends Extra,CCWF,Prescriptions Per Patient,3.5
Nov 2018,Other Trends Extra,CEN,Specialty Care Referrals*,29
Nov 2018,Other Trends Extra,CEN,Prescriptions Per Patient,1.0
Nov 2018,Other Trends Extra,CHCF,Specialty Care Referrals*,257
Nov 2018,Other Trends Extra,CHCF,Prescriptions Per Patient,9.1
Nov 2018,Other Trends Extra,CIM,Specialty Care Referrals*,94
Nov 2018,Other Trends Extra,CIM,Prescriptions Per Patient,4.6
Nov 2018,Other Trends Extra,CIW,Specialty Care Referrals*,51
Nov 2018,Other Trends Extra,CIW,Prescriptions Per Patient,4.4
Nov 2018,Other Trends Extra,CMC,Specialty Care Referrals*,63
Nov 2018,Other Trends Extra,CMC,Prescriptions Per Patient,3.7
Nov 2018,Other Trends Extra,CMF,Specialty Care Referrals*,166
Nov 2018,Other Trends Extra,CMF,Prescriptions Per Patient,7.4
Nov 2018,Other Trends Extra,COR,Specialty Care Referrals*,82
Nov 2018,Other Trends Extra,COR,Prescriptions Per Patient,2.9
Nov 2018,Other Trends Extra,CRC,Specialty Care Referrals*,41
Nov 2018,Other Trends Extra,CRC,Prescriptions Per Patient,1.9
Nov 2018,Other Trends Extra,CTF,Specialty Care Referrals*,69
Nov 2018,Other Trends Extra,CTF,Prescriptions Per Patient,2.8
Nov 2018,Other Trends Extra,CVSP,Specialty Care Referrals*,60
Nov 2018,Other Trends Extra,CVSP,Prescriptions Per Patient,1.9
Nov 2018,Other Trends Extra,DVI,Specialty Care Referrals*,39
Nov 2018,Other Trends Extra,DVI,Prescriptions Per Patient,1.5
Nov 2018,Other Trends Extra,FSP,Specialty Care Referrals*,35
Nov 2018,Other Trends Extra,FSP,Prescriptions Per Patient,1.9
Nov 2018,Other Trends Extra,HDSP,Specialty Care Referrals*,52
Nov 2018,Other Trends Extra,HDSP,Prescriptions Per Patient,1.8
Nov 2018,Other Trends Extra,ISP,Specialty Care Referrals*,46
Nov 2018,Other Trends Extra,ISP,Prescriptions Per Patient,1.0
Nov 2018,Other Trends Extra,KVSP,Specialty Care Referrals*,44
Nov 2018,Other Trends Extra,KVSP,Prescriptions Per Patient,2.0
Nov 2018,Other Trends Extra,LAC,Specialty Care Referrals*,66
Nov 2018,Other Trends Extra,LAC,Prescriptions Per Patient,3.6
Nov 2018,Other Trends Extra,MCSP,Specialty Care Referrals*,102
Nov 2018,Other Trends Extra,MCSP,Prescriptions Per Patient,6.3
Nov 2018,Other Trends Extra,NKSP,Specialty Care Referrals*,63
Nov 2018,Other Trends Extra,NKSP,Prescriptions Per Patient,1.4
Nov 2018,Other Trends Extra,PBSP,Specialty Care Referrals*,33
Nov 2018,Other Trends Extra,PBSP,Prescriptions Per Patient,1.0
Nov 2018,Other Trends Extra,PVSP,Specialty Care Referrals*,31
Nov 2018,Other Trends Extra,PVSP,Prescriptions Per Patient,1.1
Nov 2018,Other Trends Extra,RJD,Specialty Care Referrals*,135
Nov 2018,Other Trends Extra,RJD,Prescriptions Per Patient,5.8
Nov 2018,Other Trends Extra,SAC,Specialty Care Referrals*,5
Nov 2018,Other Trends Extra,SAC,Prescriptions Per Patient,3.5
Nov 2018,Other Trends Extra,SATF,Specialty Care Referrals*,28
Nov 2018,Other Trends Extra,SATF,Prescriptions Per Patient,3.2
Nov 2018,Other Trends Extra,SCC,Specialty Care Referrals*,17
Nov 2018,Other Trends Extra,SCC,Prescriptions Per Patient,0.7
Nov 2018,Other Trends Extra,SOL,Specialty Care Referrals*,58
Nov 2018,Other Trends Extra,SOL,Prescriptions Per Patient,3.3
Nov 2018,Other Trends Extra,SQ,Specialty Care Referrals*,69
Nov 2018,Other Trends Extra,SQ,Prescriptions Per Patient,3.7
Nov 2018,Other Trends Extra,SVSP,Specialty Care Referrals*,33
Nov 2018,Other Trends Extra,SVSP,Prescriptions Per Patient,3.2
Nov 2018,Other Trends Extra,VSP,Specialty Care Referrals*,65
Nov 2018,Other Trends Extra,VSP,Prescriptions Per Patient,3.3
Nov 2018,Other Trends Extra,WSP,Specialty Care Referrals*,26
Nov 2018,Other Trends Extra,WSP,Prescriptions Per Patient,1.3
Oct 2018,Other Trends Extra,SW,Specialty Care Referrals*,72
Oct 2018,Other Trends Extra,SW,Prescriptions Per Patient,2.7
Oct 2018,Other Trends Extra,ASP,Specialty Care Referrals*,34
Oct 2018,Other Trends Extra,ASP,Prescriptions Per Patient,1.3
Oct 2018,Other Trends Extra,CAC,Specialty Care Referrals*,41
Oct 2018,Other Trends Extra,CAC,Prescriptions Per Patient,1.2
Oct 2018,Other Trends Extra,CAL,Specialty Care Referrals*,40
Oct 2018,Other Trends Extra,CAL,Prescriptions Per Patient,0.9
Oct 2018,Other Trends Extra,CCC,Specialty Care Referrals*,15
Oct 2018,Other Trends Extra,CCC,Prescriptions Per Patient,0.5
Oct 2018,Other Trends Extra,CCI,Specialty Care Referrals*,57
Oct 2018,Other Trends Extra,CCI,Prescriptions Per Patient,2.2
Oct 2018,Other Trends Extra,CCWF,Specialty Care Referrals*,79
Oct 2018,Other Trends Extra,CCWF,Prescriptions Per Patient,3.5
Oct 2018,Other Trends Extra,CEN,Specialty Care Referrals*,40
Oct 2018,Other Trends Extra,CEN,Prescriptions Per Patient,1.0
Oct 2018,Other Trends Extra,CHCF,Specialty Care Referrals*,275
Oct 2018,Other Trends Extra,CHCF,Prescriptions Per Patient,9.0
Oct 2018,Other Trends Extra,CIM,Specialty Care Referrals*,135
Oct 2018,Other Trends Extra,CIM,Prescriptions Per Patient,4.6
Oct 2018,Other Trends Extra,CIW,Specialty Care Referrals*,73
Oct 2018,Other Trends Extra,CIW,Prescriptions Per Patient,4.3
Oct 2018,Other Trends Extra,CMC,Specialty Care Referrals*,80
Oct 2018,Other Trends Extra,CMC,Prescriptions Per Patient,3.7
Oct 2018,Other Trends Extra,CMF,Specialty Care Referrals*,180
Oct 2018,Other Trends Extra,CMF,Prescriptions Per Patient,7.4
Oct 2018,Other Trends Extra,COR,Specialty Care Referrals*,74
Oct 2018,Other Trends Extra,COR,Prescriptions Per Patient,2.8
Oct 2018,Other Trends Extra,CRC,Specialty Care Referrals*,26
Oct 2018,Other Trends Extra,CRC,Prescriptions Per Patient,1.8
Oct 2018,Other Trends Extra,CTF,Specialty Care Referrals*,61
Oct 2018,Other Trends Extra,CTF,Prescriptions Per Patient,2.8
Oct 2018,Other Trends Extra,CVSP,Specialty Care Referrals*,56
Oct 2018,Other Trends Extra,CVSP,Prescriptions Per Patient,1.8
Oct 2018,Other Trends Extra,DVI,Specialty Care Referrals*,34
Oct 2018,Other Trends Extra,DVI,Prescriptions Per Patient,1.6
Oct 2018,Other Trends Extra,FSP,Specialty Care Referrals*,41
Oct 2018,Other Trends Extra,FSP,Prescriptions Per Patient,2.0
Oct 2018,Other Trends Extra,HDSP,Specialty Care Referrals*,86
Oct 2018,Other Trends Extra,HDSP,Prescriptions Per Patient,1.8
Oct 2018,Other Trends Extra,ISP,Specialty Care Referrals*,52
Oct 2018,Other Trends Extra,ISP,Prescriptions Per Patient,1.0
Oct 2018,Other Trends Extra,KVSP,Specialty Care Referrals*,55
Oct 2018,Other Trends Extra,KVSP,Prescriptions Per Patient,2.0
Oct 2018,Other Trends Extra,LAC,Specialty Care Referrals*,94
Oct 2018,Other Trends Extra,LAC,Prescriptions Per Patient,3.6
Oct 2018,Other Trends Extra,MCSP,Specialty Care Referrals*,109
Oct 2018,Other Trends Extra,MCSP,Prescriptions Per Patient,6.2
Oct 2018,Other Trends Extra,NKSP,Specialty Care Referrals*,54
Oct 2018,Other Trends Extra,NKSP,Prescriptions Per Patient,1.4
Oct 2018,Other Trends Extra,PBSP,Specialty Care Referrals*,44
Oct 2018,Other Trends Extra,PBSP,Prescriptions Per Patient,1.0
Oct 2018,Other Trends Extra,PVSP,Specialty Care Referrals*,35
Oct 2018,Other Trends Extra,PVSP,Prescriptions Per Patient,1.1
Oct 2018,Other Trends Extra,RJD,Specialty Care Referrals*,237
Oct 2018,Other Trends Extra,RJD,Prescriptions Per Patient,5.7
Oct 2018,Other Trends Extra,SAC,Specialty Care Referrals*,52
Oct 2018,Other Trends Extra,SAC,Prescriptions Per Patient,3.5
Oct 2018,Other Trends Extra,SATF,Specialty Care Referrals*,93
Oct 2018,Other Trends Extra,SATF,Prescriptions Per Patient,3.1
Oct 2018,Other Trends Extra,SCC,Specialty Care Referrals*,23
Oct 2018,Other Trends Extra,SCC,Prescriptions Per Patient,0.7
Oct 2018,Other Trends Extra,SOL,Specialty Care Referrals*,68
Oct 2018,Other Trends Extra,SOL,Prescriptions Per Patient,3.4
Oct 2018,Other Trends Extra,SQ,Specialty Care Referrals*,73
Oct 2018,Other Trends Extra,SQ,Prescriptions Per Patient,3.6
Oct 2018,Other Trends Extra,SVSP,Specialty Care Referrals*,41
Oct 2018,Other Trends Extra,SVSP,Prescriptions Per Patient,3.2
Oct 2018,Other Trends Extra,VSP,Specialty Care Referrals*,69
Oct 2018,Other Trends Extra,VSP,Prescriptions Per Patient,3.2
Oct 2018,Other Trends Extra,WSP,Specialty Care Referrals*,33
Oct 2018,Other Trends Extra,WSP,Prescriptions Per Patient,1.3
Sep 2018,Other Trends Extra,SW,Specialty Care Referrals*,56
Sep 2018,Other Trends Extra,SW,Prescriptions Per Patient,2.7
Sep 2018,Other Trends Extra,ASP,Specialty Care Referrals*,26
Sep 2018,Other Trends Extra,ASP,Prescriptions Per Patient,1.3
Sep 2018,Other Trends Extra,CAC,Specialty Care Referrals*,33
Sep 2018,Other Trends Extra,CAC,Prescriptions Per Patient,1.3
Sep 2018,Other Trends Extra,CAL,Specialty Care Referrals*,46
Sep 2018,Other Trends Extra,CAL,Prescriptions Per Patient,0.9
Sep 2018,Other Trends Extra,CCC,Specialty Care Referrals*,15
Sep 2018,Other Trends Extra,CCC,Prescriptions Per Patient,0.4
Sep 2018,Other Trends Extra,CCI,Specialty Care Referrals*,46
Sep 2018,Other Trends Extra,CCI,Prescriptions Per Patient,2.3
Sep 2018,Other Trends Extra,CCWF,Specialty Care Referrals*,84
Sep 2018,Other Trends Extra,CCWF,Prescriptions Per Patient,3.4
Sep 2018,Other Trends Extra,CEN,Specialty Care Referrals*,23
Sep 2018,Other Trends Extra,CEN,Prescriptions Per Patient,1.0
Sep 2018,Other Trends Extra,CHCF,Specialty Care Referrals*,203
Sep 2018,Other Trends Extra,CHCF,Prescriptions Per Patient,9.1
Sep 2018,Other Trends Extra,CIM,Specialty Care Referrals*,94
Sep 2018,Other Trends Extra,CIM,Prescriptions Per Patient,4.4
Sep 2018,Other Trends Extra,CIW,Specialty Care Referrals*,38
Sep 2018,Other Trends Extra,CIW,Prescriptions Per Patient,4.3
Sep 2018,Other Trends Extra,CMC,Specialty Care Referrals*,62
Sep 2018,Other Trends Extra,CMC,Prescriptions Per Patient,3.6
Sep 2018,Other Trends Extra,CMF,Specialty Care Referrals*,152
Sep 2018,Other Trends Extra,CMF,Prescriptions Per Patient,7.4
Sep 2018,Other Trends Extra,COR,Specialty Care Referrals*,52
Sep 2018,Other Trends Extra,COR,Prescriptions Per Patient,2.8
Sep 2018,Other Trends Extra,CRC,Specialty Care Referrals*,34
Sep 2018,Other Trends Extra,CRC,Prescriptions Per Patient,1.7
Sep 2018,Other Trends Extra,CTF,Specialty Care Referrals*,50
Sep 2018,Other Trends Extra,CTF,Prescriptions Per Patient,2.8
Sep 2018,Other Trends Extra,CVSP,Specialty Care Referrals*,64
Sep 2018,Other Trends Extra,CVSP,Prescriptions Per Patient,1.8
Sep 2018,Other Trends Extra,DVI,Specialty Care Referrals*,44
Sep 2018,Other Trends Extra,DVI,Prescriptions Per Patient,1.6
Sep 2018,Other Trends Extra,FSP,Specialty Care Referrals*,35
Sep 2018,Other Trends Extra,FSP,Prescriptions Per Patient,2.0
Sep 2018,Other Trends Extra,HDSP,Specialty Care Referrals*,61
Sep 2018,Other Trends Extra,HDSP,Prescriptions Per Patient,1.8
Sep 2018,Other Trends Extra,ISP,Specialty Care Referrals*,28
Sep 2018,Other Trends Extra,ISP,Prescriptions Per Patient,1.0
Sep 2018,Other Trends Extra,KVSP,Specialty Care Referrals*,38
Sep 2018,Other Trends Extra,KVSP,Prescriptions Per Patient,2.2
Sep 2018,Other Trends Extra,LAC,Specialty Care Referrals*,80
Sep 2018,Other Trends Extra,LAC,Prescriptions Per Patient,3.5
Sep 2018,Other Trends Extra,MCSP,Specialty Care Referrals*,76
Sep 2018,Other Trends Extra,MCSP,Prescriptions Per Patient,6.1
Sep 2018,Other Trends Extra,NKSP,Specialty Care Referrals*,55
Sep 2018,Other Trends Extra,NKSP,Prescriptions Per Patient,1.4
Sep 2018,Other Trends Extra,PBSP,Specialty Care Referrals*,31
Sep 2018,Other Trends Extra,PBSP,Prescriptions Per Patient,1.1
Sep 2018,Other Trends Extra,PVSP,Specialty Care Referrals*,32
Sep 2018,Other Trends Extra,PVSP,Prescriptions Per Patient,1.1
Sep 2018,Other Trends Extra,RJD,Specialty Care Referrals*,154
Sep 2018,Other Trends Extra,RJD,Prescriptions Per Patient,5.7
Sep 2018,Other Trends Extra,SAC,Specialty Care Referrals*,50
Sep 2018,Other Trends Extra,SAC,Prescriptions Per Patient,3.4
Sep 2018,Other Trends Extra,SATF,Specialty Care Referrals*,31
Sep 2018,Other Trends Extra,SATF,Prescriptions Per Patient,3.1
Sep 2018,Other Trends Extra,SCC,Specialty Care Referrals*,20
Sep 2018,Other Trends Extra,SCC,Prescriptions Per Patient,0.7
Sep 2018,Other Trends Extra,SOL,Specialty Care Referrals*,68
Sep 2018,Other Trends Extra,SOL,Prescriptions Per Patient,3.4
Sep 2018,Other Trends Extra,SQ,Specialty Care Referrals*,67
Sep 2018,Other Trends Extra,SQ,Prescriptions Per Patient,3.6
Sep 2018,Other Trends Extra,SVSP,Specialty Care Referrals*,42
Sep 2018,Other Trends Extra,SVSP,Prescriptions Per Patient,3.2
Sep 2018,Other Trends Extra,VSP,Specialty Care Referrals*,54
Sep 2018,Other Trends Extra,VSP,Prescriptions Per Patient,3.2
Sep 2018,Other Trends Extra,WSP,Specialty Care Referrals*,29
Sep 2018,Other Trends Extra,WSP,Prescriptions Per Patient,1.3
Aug 2018,Other Trends Extra,SW,Specialty Care Referrals*,63
Aug 2018,Other Trends Extra,SW,Prescriptions Per Patient,2.7
Aug 2018,Other Trends Extra,ASP,Specialty Care Referrals*,26
Aug 2018,Other Trends Extra,ASP,Prescriptions Per Patient,1.3
Aug 2018,Other Trends Extra,CAC,Specialty Care Referrals*,47
Aug 2018,Other Trends Extra,CAC,Prescriptions Per Patient,1.3
Aug 2018,Other Trends Extra,CAL,Specialty Care Referrals*,50
Aug 2018,Other Trends Extra,CAL,Prescriptions Per Patient,0.9
Aug 2018,Other Trends Extra,CCC,Specialty Care Referrals*,16
Aug 2018,Other Trends Extra,CCC,Prescriptions Per Patient,0.4
Aug 2018,Other Trends Extra,CCI,Specialty Care Referrals*,56
Aug 2018,Other Trends Extra,CCI,Prescriptions Per Patient,2.2
Aug 2018,Other Trends Extra,CCWF,Specialty Care Referrals*,68
Aug 2018,Other Trends Extra,CCWF,Prescriptions Per Patient,3.4
Aug 2018,Other Trends Extra,CEN,Specialty Care Referrals*,43
Aug 2018,Other Trends Extra,CEN,Prescriptions Per Patient,1.0
Aug 2018,Other Trends Extra,CHCF,Specialty Care Referrals*,224
Aug 2018,Other Trends Extra,CHCF,Prescriptions Per Patient,8.9
