report_date,row_label,population,change_last_period,change_last_year,design_capacity,pct_occupied,staffed_capacity
2022-01-31,3. Department of State Hospitals,171,-15.0,-38.0,,,
2022-01-31,4. CRPP Supervision,888,45.0,178.0,,,
2022-01-31,Alternative Custody Program,21,-18.0,-12.0,,,
2022-01-31,Custody to Community Treatment Reentry Program,288,6.0,24.0,,,
2022-01-31,Male Community Reentry Program,504,66.0,151.0,,,
2022-01-31,Medical Parole,57,-5.0,8.0,,,
2022-01-31,Medical Reprieve Program,17,-2.0,13.0,,,
2022-01-31,Medically Vulnerable Release,1,-2.0,-6.0,,,
2022-01-31,B. Parole,46494,-212.0,-8639.0,,,
2022-01-31,Community Supervision,44984,-213.0,-8554.0,,,
2022-01-31,Interstate Cooperative Case,1510,1.0,-85.0,,,
2022-01-31,C. Non-CDCR Jurisdiction,1014,-149.0,-2917.0,,,
2022-01-31,Out of State Parole,634,-52.0,-131.0,,,
2022-01-31,Out of State Parolee at Large,22,2.0,4.0,,,
2022-01-31,DJJ-W&IC 1731.5(c) Institutions,8,-2.0,-8.0,,,
2022-01-31,County Jail,108,-96.0,-2759.0,,,
2022-01-31,D. Other Populations,8174,-264.0,-256.0,,,
2022-01-31,Temporary Release to Court and Hospital,1391,133.0,-428.0,,,
2022-01-31,Escaped,195,0.0,-2.0,,,
2022-01-31,Parolee at Large,6588,-397.0,174.0,,,
2022-01-31,Total CDCR Population,152545,-3272.0,-10381.0,,,
2022-01-31,"RReeppoorrtt ##:: SSOOMMSS--TTPPOOPP--11,, PPaaggee",11,,,,,
2022-02-28,I. In-State,95554,-1309.0,947.0,,,
2022-02-28,"(Men, Subtotal)",91937,-1237.0,716.0,,,
2022-02-28,"(Women, Subtotal)",3617,-72.0,231.0,,,
2022-02-28,1. Institution/Camps,92389,-1381.0,1110.0,85330.0,108.3,119500.0
2022-02-28,Institutions,91031,-1438.0,1121.0,81962.0,111.1,116106.0
2022-02-28,"Camps(CCC, CIW, and SCC)",1358,57.0,-11.0,3368.0,40.3,3394.0
2022-02-28,2. In-State Contract Beds,1976,-58.0,-305.0,,,
2022-02-28,California City Correctional Facility,1976,-58.0,57.0,,,
2022-02-28,3. Department of State Hospitals,184,13.0,-15.0,,,
2022-02-28,4. CRPP Supervision,1005,117.0,157.0,,,
2022-02-28,Alternative Custody Program,16,-5.0,-18.0,,,
2022-02-28,Custody to Community Treatment Reentry Program,309,21.0,45.0,,,
2022-02-28,Male Community Reentry Program,603,99.0,129.0,,,
2022-02-28,Medical Parole,55,-2.0,-6.0,,,
2022-02-28,Medical Reprieve Program,21,4.0,12.0,,,
2022-02-28,Medically Vulnerable Release,1,0.0,-5.0,,,
2022-02-28,B. Parole,45910,-584.0,-7548.0,,,
2022-02-28,Community Supervision,44400,-584.0,-7455.0,,,
2022-02-28,Interstate Cooperative Case,1510,0.0,-93.0,,,
2022-02-28,C. Non-CDCR Jurisdiction,980,-34.0,-3826.0,,,
2022-02-28,Out of State Parole,642,8.0,-121.0,,,
2022-02-28,Out of State Parolee at Large,22,0.0,0.0,,,
2022-02-28,DJJ-W&IC 1731.5(c) Institutions,8,0.0,-4.0,,,
2022-02-28,County Jail,65,-43.0,-3678.0,,,
2022-02-28,D. Other Populations,8357,183.0,185.0,,,
2022-02-28,Temporary Release to Court and Hospital,1489,98.0,-65.0,,,
2022-02-28,Escaped,195,0.0,-3.0,,,
2022-02-28,Parolee at Large,6673,85.0,253.0,,,
2022-02-28,Total CDCR Population,150801,-1744.0,-10242.0,,,
2022-02-28,"RReeppoorrtt ##:: SSOOMMSS--TTPPOOPP--11,, PPaaggee",11,,,,,
2022-03-31,I. In-State,96060,506.0,1028.0,,,
2022-03-31,"(Men, Subtotal)",92352,415.0,830.0,,,
2022-03-31,"(Women, Subtotal)",3708,91.0,198.0,,,
2022-03-31,1. Institution/Camps,92846,457.0,943.0,85330.0,108.8,119484.0
2022-03-31,Institutions,91638,607.0,1180.0,81962.0,111.8,116090.0
2022-03-31,"Camps(CCC, CIW, and SCC)",1208,-150.0,-237.0,3368.0,35.9,3394.0
2022-03-31,2. In-State Contract Beds,2044,68.0,-7.0,,,
2022-03-31,California City Correctional Facility,2044,68.0,204.0,,,
2022-03-31,3. Department of State Hospitals,151,-33.0,-25.0,,,
2022-03-31,4. CRPP Supervision,1019,14.0,117.0,,,
2022-03-31,Alternative Custody Program,41,25.0,13.0,,,
2022-03-31,Custody to Community Treatment Reentry Program,301,-8.0,17.0,,,
2022-03-31,Male Community Reentry Program,603,0.0,104.0,,,
2022-03-31,Medical Parole,54,-1.0,-13.0,,,
2022-03-31,Medical Reprieve Program,19,-2.0,1.0,,,
2022-03-31,Medically Vulnerable Release,1,0.0,-5.0,,,
2022-03-31,B. Parole,45293,-617.0,-6074.0,,,
2022-03-31,Community Supervision,43798,-602.0,-5995.0,,,
2022-03-31,Interstate Cooperative Case,1495,-15.0,-79.0,,,
2022-03-31,C. Non-CDCR Jurisdiction,954,-26.0,-3995.0,,,
2022-03-31,Out of State Parole,637,-5.0,-115.0,,,
2022-03-31,Out of State Parolee at Large,23,1.0,1.0,,,
2022-03-31,DJJ-W&IC 1731.5(c) Institutions,8,0.0,-2.0,,,
2022-03-31,County Jail,41,-24.0,-3862.0,,,
2022-03-31,D. Other Populations,8356,-1.0,126.0,,,
2022-03-31,Temporary Release to Court and Hospital,1433,-56.0,-34.0,,,
2022-03-31,Escaped,195,0.0,-4.0,,,
2022-03-31,Parolee at Large,6728,55.0,164.0,,,
2022-03-31,Total CDCR Population,150663,-138.0,-8915.0,,,
2022-03-31,"RReeppoorrtt ##:: SSOOMMSS--TTPPOOPP--11,, PPaaggee",11,,,,,
2022-04-30,I. In-State,96634,574.0,784.0,,,
2022-04-30,"(Men, Subtotal)",92901,549.0,763.0,,,
2022-04-30,"(Women, Subtotal)",3733,25.0,21.0,,,
2022-04-30,1. Institution/Camps,93394,548.0,709.0,85330.0,109.5,117915.0
2022-04-30,Institutions,92098,460.0,903.0,81962.0,112.4,114521.0
2022-04-30,"Camps(CCC, CIW, and SCC)",1296,88.0,-194.0,3368.0,38.5,3394.0
2022-04-30,2. In-State Contract Beds,2030,-14.0,-17.0,,,
2022-04-30,California City Correctional Facility,2030,-14.0,43.0,,,
2022-04-30,3. Department of State Hospitals,138,-13.0,-48.0,,,
2022-04-30,4. CRPP Supervision,1072,53.0,140.0,,,
2022-04-30,Alternative Custody Program,58,17.0,26.0,,,
2022-04-30,Custody to Community Treatment Reentry Program,319,18.0,9.0,,,
2022-04-30,Male Community Reentry Program,626,23.0,131.0,,,
2022-04-30,Medical Parole,53,-1.0,-19.0,,,
2022-04-30,Medical Reprieve Program,15,-4.0,-2.0,,,
2022-04-30,Medically Vulnerable Release,1,0.0,-5.0,,,
2022-04-30,B. Parole,44907,-386.0,-6120.0,,,
2022-04-30,Community Supervision,43413,-385.0,-6053.0,,,
2022-04-30,Interstate Cooperative Case,1494,-1.0,-67.0,,,
2022-04-30,C. Non-CDCR Jurisdiction,934,-20.0,-4378.0,,,
2022-04-30,Out of State Parole,628,-9.0,-141.0,,,
2022-04-30,Out of State Parolee at Large,22,-1.0,0.0,,,
2022-04-30,DJJ-W&IC 1731.5(c) Institutions,8,0.0,-1.0,,,
2022-04-30,County Jail,35,-6.0,-4218.0,,,
2022-04-30,D. Other Populations,8331,-25.0,122.0,,,
2022-04-30,Temporary Release to Court and Hospital,1405,-28.0,61.0,,,
2022-04-30,Escaped,195,0.0,-2.0,,,
2022-04-30,Parolee at Large,6731,3.0,63.0,,,
2022-04-30,Total CDCR Population,150806,143.0,-9592.0,,,
2022-04-30,"RReeppoorrtt ##:: SSOOMMSS--TTPPOOPP--11,, PPaaggee",11,,,,,
2022-05-31,I. In-State,97154,520.0,-46.0,,,
2022-05-31,"(Men, Subtotal)",93405,504.0,40.0,,,
2022-05-31,"(Women, Subtotal)",3749,16.0,-86.0,,,
2022-05-31,1. Institution/Camps,93931,537.0,-172.0,85330.0,110.1,117206.0
2022-05-31,Institutions,92553,455.0,-13.0,81962.0,112.9,113812.0
2022-05-31,"Camps(CCC, CIW, and SCC)",1378,82.0,-159.0,3368.0,40.9,3394.0
2022-05-31,2. In-State Contract Beds,2030,0.0,26.0,,,
2022-05-31,California City Correctional Facility,2030,0.0,29.0,,,
2022-05-31,3. Department of State Hospitals,124,-14.0,-58.0,,,
2022-05-31,4. CRPP Supervision,1069,-3.0,158.0,,,
2022-05-31,Alternative Custody Program,72,14.0,40.0,,,
2022-05-31,Custody to Community Treatment Reentry Program,322,3.0,28.0,,,
2022-05-31,Male Community Reentry Program,615,-11.0,130.0,,,
2022-05-31,Medical Parole,47,-6.0,-29.0,,,
2022-05-31,Medical Reprieve Program,12,-3.0,-6.0,,,
2022-05-31,Medically Vulnerable Release,1,0.0,-5.0,,,
2022-05-31,B. Parole,44358,-549.0,-6404.0,,,
2022-05-31,Community Supervision,42863,-550.0,-6359.0,,,
2022-05-31,Interstate Cooperative Case,1495,1.0,-45.0,,,
2022-05-31,C. Non-CDCR Jurisdiction,924,-10.0,-3573.0,,,
2022-05-31,Out of State Parole,631,3.0,-138.0,,,
2022-05-31,Out of State Parolee at Large,21,-1.0,4.0,,,
2022-05-31,DJJ-W&IC 1731.5(c) Institutions,8,0.0,-1.0,,,
2022-05-31,County Jail,24,-11.0,-3418.0,,,
2022-05-31,D. Other Populations,8252,-79.0,21.0,,,
2022-05-31,Temporary Release to Court and Hospital,1437,32.0,127.0,,,
2022-05-31,Escaped,195,0.0,-1.0,,,
2022-05-31,Parolee at Large,6620,-111.0,-105.0,,,
2022-05-31,Total CDCR Population,150688,-118.0,-10002.0,,,
2022-05-31,"RReeppoorrtt ##:: SSOOMMSS--TTPPOOPP--11,, PPaaggee",11,,,,,
2022-06-30,I. In-State,97179,25.0,-1293.0,,,
2022-06-30,"(Men, Subtotal)",93510,105.0,-1052.0,,,
2022-06-30,"(Women, Subtotal)",3669,-80.0,-241.0,,,
2022-06-30,1. Institution/Camps,94005,74.0,-1299.0,85330.0,110.2,117341.0
2022-06-30,Institutions,92465,-88.0,-1147.0,81962.0,112.8,113947.0
2022-06-30,"Camps(CCC, CIW, and SCC)",1540,162.0,-152.0,3368.0,45.7,3394.0
2022-06-30,2. In-State Contract Beds,1952,-78.0,-139.0,,,
2022-06-30,Community Prisoner Mother Program,4,1.0,,,,
2022-06-30,California City Correctional Facility,1948,-82.0,-140.0,,,
2022-06-30,3. Department of State Hospitals,118,-6.0,-59.0,,,
2022-06-30,4. CRPP Supervision,1104,35.0,204.0,,,
2022-06-30,Alternative Custody Program,67,-5.0,30.0,,,
2022-06-30,Custody to Community Treatment Reentry Program,350,28.0,61.0,,,
2022-06-30,Male Community Reentry Program,629,14.0,158.0,,,
2022-06-30,Medical Parole,47,0.0,-24.0,,,
2022-06-30,Medical Reprieve Program,11,-1.0,-15.0,,,
2022-06-30,B. Parole,43825,-533.0,-6497.0,,,
2022-06-30,Community Supervision,42331,-532.0,-6463.0,,,
2022-06-30,Interstate Cooperative Case,1494,-1.0,-34.0,,,
2022-06-30,C. Non-CDCR Jurisdiction,929,5.0,-2809.0,,,
2022-06-30,Out of State Parole,636,5.0,-137.0,,,
2022-06-30,Out of State Parolee at Large,21,0.0,4.0,,,
2022-06-30,DJJ-W&IC 1731.5(c) Institutions,8,0.0,-1.0,,,
2022-06-30,County Jail,24,0.0,-2661.0,,,
2022-06-30,D. Other Populations,8285,33.0,-122.0,,,
2022-06-30,Temporary Release to Court and Hospital,1439,2.0,69.0,,,
2022-06-30,Escaped,195,0.0,-1.0,,,
2022-06-30,Parolee at Large,6651,31.0,-190.0,,,
2022-06-30,Total CDCR Population,150218,-470.0,-10721.0,,,
2022-06-30,"RReeppoorrtt ##:: SSOOMMSS--TTPPOOPP--11,, PPaaggee",11,,,,,
2022-07-31,I. In-State,96719,-460.0,-2226.0,,,
2022-07-31,"(Men, Subtotal)",93001,-509.0,-2052.0,,,
2022-07-31,"(Women, Subtotal)",3718,49.0,-174.0,,,
2022-07-31,1. Institution/Camps,93579,-426.0,-2230.0,85330.0,109.7,117288.0
2022-07-31,Institutions,92024,-441.0,-2093.0,81962.0,112.3,113894.0
2022-07-31,"Camps(CCC, CIW, and SCC)",1555,15.0,-137.0,3368.0,46.2,3394.0
2022-07-31,2. In-State Contract Beds,1922,-30.0,-135.0,,,
2022-07-31,Community Prisoner Mother Program,4,0.0,1.0,,,
2022-07-31,California City Correctional Facility,1918,-30.0,-136.0,,,
2022-07-31,3. Department of State Hospitals,120,2.0,-60.0,,,
2022-07-31,4. CRPP Supervision,1098,-6.0,199.0,,,
2022-07-31,Alternative Custody Program,66,-1.0,31.0,,,
2022-07-31,Custody to Community Treatment Reentry Program,360,10.0,66.0,,,
2022-07-31,Male Community Reentry Program,616,-13.0,141.0,,,
2022-07-31,Medical Parole,44,-3.0,-24.0,,,
2022-07-31,Medical Reprieve Program,12,1.0,-10.0,,,
2022-07-31,B. Parole,43056,-769.0,-6033.0,,,
2022-07-31,Community Supervision,41580,-751.0,-5964.0,,,
2022-07-31,Interstate Cooperative Case,1476,-18.0,-69.0,,,
2022-07-31,C. Non-CDCR Jurisdiction,912,-17.0,-2268.0,,,
2022-07-31,Out of State Parole,627,-9.0,-133.0,,,
2022-07-31,Out of State Parolee at Large,17,-4.0,1.0,,,
2022-07-31,DJJ-W&IC 1731.5(c) Institutions,7,-1.0,-2.0,,,
2022-07-31,County Jail,16,-8.0,-2125.0,,,
2022-07-31,D. Other Populations,8417,132.0,-41.0,,,
2022-07-31,Temporary Release to Court and Hospital,1465,26.0,66.0,,,
2022-07-31,Escaped,195,0.0,-1.0,,,
2022-07-31,Parolee at Large,6757,106.0,-106.0,,,
2022-07-31,Total CDCR Population,149104,-1114.0,-10568.0,,,
2022-07-31,"RReeppoorrtt ##:: SSOOMMSS--TTPPOOPP--11,, PPaaggee",11,,,,,
2022-08-31,I. In-State,96551,-168.0,-2817.0,,,
2022-08-31,"(Men, Subtotal)",92826,-175.0,-2651.0,,,
2022-08-31,"(Women, Subtotal)",3725,7.0,-166.0,,,
2022-08-31,1. Institution/Camps,93338,-241.0,-2856.0,85330.0,109.4,116900.0
2022-08-31,Institutions,91753,-271.0,-2770.0,81962.0,111.9,113532.0
2022-08-31,"Camps(CCC, CIW, and SCC)",1585,30.0,-86.0,3368.0,47.1,3368.0
2022-08-31,2. In-State Contract Beds,1942,20.0,-174.0,,,
2022-08-31,Community Prisoner Mother Program,8,4.0,5.0,,,
2022-08-31,California City Correctional Facility,1934,16.0,-179.0,,,
2022-08-31,3. Department of State Hospitals,129,9.0,-51.0,,,
2022-08-31,4. CRPP Supervision,1142,44.0,264.0,,,
2022-08-31,Alternative Custody Program,71,5.0,37.0,,,
2022-08-31,Custody to Community Treatment Reentry Program,402,42.0,111.0,,,
2022-08-31,Male Community Reentry Program,614,-2.0,153.0,,,
2022-08-31,Medical Parole,43,-1.0,-23.0,,,
2022-08-31,Medical Reprieve Program,12,0.0,-11.0,,,
2022-08-31,B. Parole,42107,-949.0,-5888.0,,,
2022-08-31,Community Supervision,40639,-941.0,-5823.0,,,
2022-08-31,Interstate Cooperative Case,1468,-8.0,-65.0,,,
2022-08-31,C. Non-CDCR Jurisdiction,883,-29.0,-1872.0,,,
2022-08-31,Out of State Parole,599,-28.0,-143.0,,,
2022-08-31,Out of State Parolee at Large,18,1.0,1.0,,,
2022-08-31,DJJ-W&IC 1731.5(c) Institutions,7,0.0,-2.0,,,
2022-08-31,County Jail,13,-3.0,-1723.0,,,
2022-08-31,D. Other Populations,8467,50.0,-103.0,,,
2022-08-31,Temporary Release to Court and Hospital,1536,71.0,129.0,,,
2022-08-31,Escaped,195,0.0,-1.0,,,
2022-08-31,Parolee at Large,6736,-21.0,-231.0,,,
2022-08-31,Total CDCR Population,148008,-1096.0,-10680.0,,,
2022-08-31,"RReeppoorrtt ##:: SSOOMMSS--TTPPOOPP--11,, PPaaggee",11,,,,,
2022-09-30,I. In-State,96416,-135.0,-2659.0,,,
2022-09-30,"(Men, Subtotal)",92731,-95.0,-2510.0,,,
2022-09-30,"(Women, Subtotal)",3685,-40.0,-149.0,,,
2022-09-30,1. Institution/Camps,93180,-158.0,-2770.0,85330.0,109.2,116002.0
2022-09-30,Institutions,91456,-297.0,-2836.0,81962.0,111.6,112634.0
2022-09-30,"Camps(CCC, CIW, and SCC)",1724,139.0,66.0,3368.0,51.2,3368.0
2022-09-30,2. In-State Contract Beds,1987,45.0,-135.0,,,
2022-09-30,Community Prisoner Mother Program,8,0.0,5.0,,,
2022-09-30,California City Correctional Facility,1979,45.0,-140.0,,,
2022-09-30,3. Department of State Hospitals,118,-11.0,-71.0,,,
2022-09-30,4. CRPP Supervision,1131,-11.0,317.0,,,
2022-09-30,Alternative Custody Program,75,4.0,48.0,,,
2022-09-30,Custody to Community Treatment Reentry Program,400,-2.0,124.0,,,
2022-09-30,Male Community Reentry Program,601,-13.0,182.0,,,
2022-09-30,Medical Parole,43,0.0,-25.0,,,
2022-09-30,Medical Reprieve Program,12,0.0,-9.0,,,
2022-09-30,B. Parole,40965,-1142.0,-6508.0,,,
2022-09-30,Community Supervision,39504,-1135.0,-6462.0,,,
2022-09-30,Interstate Cooperative Case,1461,-7.0,-46.0,,,
2022-09-30,C. Non-CDCR Jurisdiction,863,-20.0,-1452.0,,,
2022-09-30,Out of State Parole,580,-19.0,-139.0,,,
2022-09-30,Out of State Parolee at Large,17,-1.0,-4.0,,,
2022-09-30,DJJ-W&IC 1731.5(c) Institutions,6,-1.0,-4.0,,,
2022-09-30,County Jail,12,-1.0,-1305.0,,,
2022-09-30,D. Other Populations,8515,48.0,-167.0,,,
2022-09-30,Temporary Release to Court and Hospital,1623,87.0,226.0,,,
2022-09-30,Escaped,195,0.0,-1.0,,,
2022-09-30,Parolee at Large,6697,-39.0,-392.0,,,
2022-09-30,Total CDCR Population,146759,-1249.0,-10786.0,,,
2022-09-30,"RReeppoorrtt ##:: SSOOMMSS--TTPPOOPP--11,, PPaaggee",11,,,,,
2022-10-31,I. In-State,95967,-449.0,-3360.0,,,
2022-10-31,"(Men, Subtotal)",92329,-402.0,-3160.0,,,
2022-10-31,"(Women, Subtotal)",3638,-47.0,-200.0,,,
2022-10-31,1. Institution/Camps,92795,-385.0,-3458.0,85330.0,108.7,114725.0
2022-10-31,Institutions,90891,-565.0,-3700.0,81962.0,110.9,111335.0
2022-10-31,"Camps(CCC, CIW, and SCC)",1904,180.0,242.0,3368.0,56.5,3390.0
2022-10-31,2. In-State Contract Beds,1922,-65.0,-171.0,,,
2022-10-31,Community Prisoner Mother Program,8,0.0,6.0,,,
2022-10-31,California City Correctional Facility,1914,-65.0,-177.0,,,
2022-10-31,3. Department of State Hospitals,104,-14.0,-75.0,,,
2022-10-31,4. CRPP Supervision,1146,15.0,344.0,,,
2022-10-31,Alternative Custody Program,79,4.0,40.0,,,
2022-10-31,Custody to Community Treatment Reentry Program,391,-9.0,109.0,,,
2022-10-31,Male Community Reentry Program,621,20.0,229.0,,,
2022-10-31,Medical Parole,44,1.0,-21.0,,,
2022-10-31,Medical Reprieve Program,11,-1.0,-10.0,,,
2022-10-31,B. Parole,40161,-804.0,-6969.0,,,
2022-10-31,Community Supervision,38697,-807.0,-6923.0,,,
2022-10-31,Interstate Cooperative Case,1464,3.0,-46.0,,,
2022-10-31,C. Non-CDCR Jurisdiction,844,-19.0,-958.0,,,
2022-10-31,Out of State Parole,560,-20.0,-143.0,,,
2022-10-31,Out of State Parolee at Large,19,2.0,-1.0,,,
2022-10-31,DJJ-W&IC 1731.5(c) Institutions,5,-1.0,-5.0,,,
2022-10-31,County Jail,12,0.0,-807.0,,,
2022-10-31,D. Other Populations,8673,158.0,212.0,,,
2022-10-31,Temporary Release to Court and Hospital,1669,46.0,372.0,,,
2022-10-31,Escaped,196,1.0,0.0,,,
2022-10-31,Parolee at Large,6808,111.0,-160.0,,,
2022-10-31,Total CDCR Population,145645,-1114.0,-11075.0,,,
2022-10-31,"RReeppoorrtt ##:: SSOOMMSS--TTPPOOPP--11,, PPaaggee",11,,,,,
2022-11-30,I. In-State,95793,-174.0,-3717.0,,,
2022-11-30,"(Men, Subtotal)",92124,-205.0,-3604.0,,,
2022-11-30,"(Women, Subtotal)",3669,31.0,-113.0,,,
2022-11-30,1. Institution/Camps,92620,-175.0,-3729.0,85330.0,108.5,114898.0
2022-11-30,Institutions,90703,-188.0,-3988.0,81962.0,110.7,111530.0
2022-11-30,"Camps(CCC, CIW, and SCC)",1917,13.0,259.0,3368.0,56.9,3368.0
2022-11-30,2. In-State Contract Beds,1914,-8.0,-218.0,,,
2022-11-30,Community Prisoner Mother Program,8,0.0,6.0,,,
2022-11-30,California City Correctional Facility,1906,-8.0,-224.0,,,
2022-11-30,3. Department of State Hospitals,97,-7.0,-89.0,,,
2022-11-30,4. CRPP Supervision,1162,16.0,319.0,,,
2022-11-30,Alternative Custody Program,86,7.0,47.0,,,
2022-11-30,Custody to Community Treatment Reentry Program,390,-1.0,108.0,,,
2022-11-30,Male Community Reentry Program,631,10.0,193.0,,,
2022-11-30,Medical Parole,44,0.0,-18.0,,,
2022-11-30,Medical Reprieve Program,11,0.0,-8.0,,,
2022-11-30,B. Parole,39554,-607.0,-7152.0,,,
2022-11-30,Community Supervision,38087,-610.0,-7110.0,,,
2022-11-30,Interstate Cooperative Case,1467,3.0,-42.0,,,
2022-11-30,C. Non-CDCR Jurisdiction,813,-31.0,-350.0,,,
2022-11-30,Out of State Parole,538,-22.0,-148.0,,,
2022-11-30,Out of State Parolee at Large,19,0.0,-1.0,,,
2022-11-30,DJJ-W&IC 1731.5(c) Institutions,5,0.0,-5.0,,,
2022-11-30,County Jail,8,-4.0,-196.0,,,
2022-11-30,D. Other Populations,8717,44.0,279.0,,,
2022-11-30,Temporary Release to Court and Hospital,1680,11.0,422.0,,,
2022-11-30,Escaped,196,0.0,1.0,,,
2022-11-30,Parolee at Large,6841,33.0,-144.0,,,
2022-11-30,Total CDCR Population,144877,-768.0,-10940.0,,,
2022-11-30,"RReeppoorrtt ##:: SSOOMMSS--TTPPOOPP--11,, PPaaggee",11,,,,,
2022-12-31,I. In-State,95707,-86.0,-4022.0,,,
2022-12-31,"(Men, Subtotal)",92051,-73.0,-3839.0,,,
2022-12-31,"(Women, Subtotal)",3656,-13.0,-183.0,,,
2022-12-31,1. Institution/Camps,92606,-14.0,-3866.0,85330.0,108.5,114862.0
2022-12-31,Institutions,90779,76.0,-4035.0,81962.0,110.8,111494.0
2022-12-31,"Camps(CCC, CIW, and SCC)",1827,-90.0,169.0,3368.0,54.2,3368.0
2022-12-31,2. In-State Contract Beds,1829,-85.0,-326.0,,,
2022-12-31,Community Prisoner Mother Program,8,0.0,7.0,,,
2022-12-31,California City Correctional Facility,1821,-85.0,-333.0,,,
2022-12-31,3. Department of State Hospitals,101,4.0,-78.0,,,
2022-12-31,4. CRPP Supervision,1171,9.0,248.0,,,
2022-12-31,Alternative Custody Program,99,13.0,64.0,,,
2022-12-31,Custody to Community Treatment Reentry Program,393,3.0,85.0,,,
2022-12-31,Male Community Reentry Program,624,-7.0,122.0,,,
2022-12-31,Medical Parole,44,0.0,-15.0,,,
2022-12-31,Medical Reprieve Program,11,0.0,-6.0,,,
2022-12-31,B. Parole,38891,-663.0,-7259.0,,,
2022-12-31,Community Supervision,37424,-663.0,-7223.0,,,
2022-12-31,Interstate Cooperative Case,1467,0.0,-36.0,,,
2022-12-31,C. Non-CDCR Jurisdiction,826,13.0,-247.0,,,
2022-12-31,Out of State Parole,549,11.0,-117.0,,,
2022-12-31,Out of State Parolee at Large,18,-1.0,-4.0,,,
2022-12-31,DJJ-W&IC 1731.5(c) Institutions,4,-1.0,-5.0,,,
2022-12-31,County Jail,12,4.0,-119.0,,,
2022-12-31,D. Other Populations,8789,72.0,322.0,,,
2022-12-31,Temporary Release to Court and Hospital,1606,-74.0,303.0,,,
2022-12-31,Escaped,196,0.0,1.0,,,
2022-12-31,Parolee at Large,6987,146.0,18.0,,,
2022-12-31,Total CDCR Population,144213,-664.0,-11206.0,,,
2022-12-31,"RReeppoorrtt ##:: SSOOMMSS--TTPPOOPP--11,, PPaaggee",11,,,,,
2023-01-31,I. In-State,95528,-179.0,-1335.0,,,
2023-01-31,"(Men, Subtotal)",91879,-172.0,-1295.0,,,
2023-01-31,"(Women, Subtotal)",3649,-7.0,-40.0,,,
2023-01-31,1. Institution/Camps,92467,-139.0,-1303.0,85330.0,108.4,114432.0
2023-01-31,Institutions,90778,-1.0,-1691.0,81962.0,110.8,110964.0
2023-01-31,"Camps(CCC, CIW, and SCC)",1689,-138.0,388.0,3368.0,50.1,3468.0
2023-01-31,2. In-State Contract Beds,1807,-22.0,-227.0,,,
2023-01-31,Community Prisoner Mother Program,8,0.0,,,,
2023-01-31,California City Correctional Facility,1799,-22.0,-235.0,,,
2023-01-31,3. Department of State Hospitals,101,0.0,-70.0,,,
2023-01-31,4. CRPP Supervision,1153,-18.0,265.0,,,
2023-01-31,Alternative Custody Program,103,4.0,82.0,,,
2023-01-31,Custody to Community Treatment Reentry Program,386,-7.0,98.0,,,
2023-01-31,Male Community Reentry Program,613,-11.0,109.0,,,
2023-01-31,Medical Parole,41,-3.0,-16.0,,,
2023-01-31,Medical Reprieve Program,10,-1.0,-7.0,,,
2023-01-31,B. Parole,38322,-569.0,-8172.0,,,
2023-01-31,Community Supervision,36863,-561.0,-8121.0,,,
2023-01-31,Interstate Cooperative Case,1459,-8.0,-51.0,,,
2023-01-31,C. Non-CDCR Jurisdiction,784,-42.0,-230.0,,,
2023-01-31,Out of State Parole,513,-36.0,-121.0,,,
2023-01-31,Out of State Parolee at Large,19,1.0,-3.0,,,
2023-01-31,DJJ-W&IC 1731.5(c) Institutions,5,1.0,-3.0,,,
2023-01-31,County Jail,6,-6.0,-102.0,,,
2023-01-31,D. Other Populations,8780,-9.0,606.0,,,
2023-01-31,Temporary Release to Court and Hospital,1686,80.0,295.0,,,
2023-01-31,Escaped,196,0.0,1.0,,,
2023-01-31,Parolee at Large,6898,-89.0,310.0,,,
2023-01-31,Total CDCR Population,143414,-799.0,-9131.0,,,
2023-01-31,"RReeppoorrtt ##:: SSOOMMSS--TTPPOOPP--11,, PPaaggee",11,,,,,
2023-02-28,I. In-State,95460,-68.0,-94.0,,,
2023-02-28,"(Men, Subtotal)",91762,-117.0,-175.0,,,
2023-02-28,"(Women, Subtotal)",3698,49.0,81.0,,,
