GEOID,Dr_delta_JA_max_pre,Dr_delta_JA_max_fut,Dr_WSV_average,Dr_precip_demand_ratio,drought_delta_spei12_midcentury,drought_hazard_idx_norm,drought_hazard_fut_idx_norm
06037206051,2.598201075,4.441009375,22.793582862320005,1.983659216800001,243.03147659805433,32.93066617793088,33.00593085183445
06037231301,2.341892,4.09972,19.455356234345157,1.9836592167999998,220.63492063492063,27.141450649327677,26.738861215587495
06037231302,2.341892,4.09972,19.505284142136066,1.983659216800003,220.63492063492063,27.192695431922857,26.78772342786661
06037532607,2.402771,4.201347,21.697197037200052,1.9836592168,244.44444444444449,30.003671346492467,29.826200438426582
06037275604,1.2733357226890756,2.5588118907563024,22.909267148258802,1.9836592167999982,69.08077693245491,20.835322989261424,16.573732165365225
06037530007,2.522429890909091,4.432626785454545,33.81032293392104,1.983659216799995,262.76278689256526,43.53943571768929,43.713835105730645
06037271804,1.632238,2.99633,18.591350860028896,1.9836592168000016,92.85714285714286,19.712278771447732,16.193973328291722
06037551002,2.4682901428571427,4.361740380952381,33.12335321728497,1.9836592167999978,294.7228964528683,42.335226550122094,42.41840323231925
06037502700,2.4769541712962964,4.4039353703703705,33.13673593591297,1.9836592167999956,278.70579425978696,42.42883687156899,42.802414385753984
06037502901,2.532461,4.50098,33.090170685220066,1.9836592167999965,276.1904761904762,42.89276696775638,43.609911642144866
06037550801,2.405456,4.262136,33.294277842502765,1.9836592167999958,276.1904761904762,41.93138456105185,41.71010950348666
06037502604,2.4723715789473686,4.374395578947368,32.90888843145262,1.9836592167999985,288.4777376207707,42.15273234895255,42.319761357113514
06037276608,0.9531,2.177574,24.85013495859001,1.983659216800001,39.68253968253967,19.875094026132594,15.121909844928766
06037550502,2.470684,4.363044,33.10085943227153,1.9836592167999954,295.2380952380952,42.334208710750815,42.40784900336041
06037276102,1.8077467528089888,3.322815,19.109153736216882,1.9836592168000002,151.99521107758002,21.86177337468595,19.570682753767628
06037408707,2.9316077247191012,4.969840235955056,29.17938399891333,1.9836592167999976,285.4456275149871,42.55860857504472,43.904104598038955
06037275312,1.2614916944444445,2.5249974444444443,23.816587571199992,1.9836592168000005,55.115010971582315,21.657383072256117,17.16444100566362
06037275605,1.302436,2.589328,22.259893501941995,1.9836592168000022,63.492063492063494,20.437100413757513,16.206470352559897
06037533108,2.447307839506173,4.253725296296297,23.66965790353333,1.983659216800001,242.01410590274185,32.43874690327834,32.216989956839306
06037276101,1.527524205882353,2.946220882352941,19.466169120744123,1.9836592168,109.60747554832211,19.644802893099296,16.6096358209296
06047002403,3.4187241453634085,5.42417307518797,33.848268233691044,1.9966900594199908,169.59205363576189,51.26444314657766,51.91698756054247
